entrez_id,gene_id,log2FoldChange,stat,pvalue,padj,dataset
51678,51678,-0.384113474603174,-4.68960481717739,7.52658769918921e-06,0.0031486880270747,GSE38958
3983,3983,-0.331126760317461,-4.68322287303554,7.72634447984829e-06,0.0031486880270747,GSE38958
9610,9610,0.169377657142857,4.67366424925357,8.03516656859667e-06,0.0031711765662273,GSE38958
9452,9452,-0.453442938095238,-4.67018160704891,8.15062822235769e-06,0.0031711765662273,GSE38958
4063,4063,-0.369756257142858,-4.6422019146419,9.13838304056993e-06,0.0031815572372117,GSE38958
140738,140738,0.234661873015873,4.63278257808222,9.4962569163451e-06,0.0031815572372117,GSE38958
80067,80067,-0.288393306349206,-4.63596916490735,9.37369544511762e-06,0.0031815572372117,GSE38958
6596,6596,-0.344471,-4.63584846388879,9.37830978989383e-06,0.0031815572372117,GSE38958
8367,8367,-0.294282377777778,-4.63532267944223,9.39843594271787e-06,0.0031815572372117,GSE38958
84186,84186,-0.234039849206349,-4.66162603247767,8.4411366028846e-06,0.0031815572372117,GSE38958
64425,64425,-0.240651492063492,-4.64123294091876,9.1745868422307e-06,0.0031815572372117,GSE38958
26278,26278,-0.361075015873016,-4.63563833896692,9.38634801392531e-06,0.0031815572372117,GSE38958
29104,29104,-0.544721095238095,-4.62915817365241,9.63754257646284e-06,0.0031815572372117,GSE38958
23157,23157,-0.234431598412698,-4.63070644540498,9.5769411324503e-06,0.0031815572372117,GSE38958
55342,55342,-0.502190496825397,-4.61323258723084,1.02828200154198e-05,0.0032555174888944,GSE38958
8089,8089,-0.271485141269841,-4.61649105503296,1.01474811771975e-05,0.0032555174888944,GSE38958
374900,374900,-0.280236695238095,-4.61258711016748,1.03098359984266e-05,0.0032555174888944,GSE38958
2947,2947,-0.372046036507936,-4.55951253277978,1.27824238617564e-05,0.0033365211665815,GSE38958
54995,54995,-0.235775552380952,-4.56773740183142,1.23648486607788e-05,0.0033365211665815,GSE38958
9666,9666,-0.392821988888889,-4.57206352515119,1.21505349629222e-05,0.0033365211665815,GSE38958
3615,3615,-0.267102763492064,-4.58192116301978,1.16755209366101e-05,0.0033365211665815,GSE38958
8434,8434,-0.204656882539682,-4.57045025632989,1.22300321919192e-05,0.0033365211665815,GSE38958
246330,246330,0.134925253968254,4.59435789715346,1.11017916291884e-05,0.0033365211665815,GSE38958
3820,3820,-0.550778777777778,-4.58514110816061,1.15242874387942e-05,0.0033365211665815,GSE38958
171425,171425,-0.241237736507936,-4.59167576959766,1.12231696651668e-05,0.0033365211665815,GSE38958
7782,7782,-0.19220897936508,-4.59340176563226,1.11449144607788e-05,0.0033365211665815,GSE38958
79891,79891,-0.283208274603174,-4.57395811744136,1.20578125754099e-05,0.0033365211665815,GSE38958
79673,79673,-0.265172736507936,-4.55794765726256,1.2863400862532e-05,0.0033365211665815,GSE38958
55602,55602,-0.278150638095237,-4.52913675811939,1.44459237889092e-05,0.0034722675989224,GSE38958
153642,153642,-0.264042592063492,-4.52275571826686,1.48210430833389e-05,0.0034722675989224,GSE38958
4907,4907,-0.434151893650793,-4.52334072240128,1.47862647413507e-05,0.0034722675989224,GSE38958
60468,60468,-0.421525895238096,-4.53560048531595,1.4075300169671e-05,0.0034722675989224,GSE38958
286205,286205,-0.288499812698412,-4.52518892017409,1.46769069493821e-05,0.0034722675989224,GSE38958
29760,29760,-0.422146273015873,-4.5277396021854,1.45272653556684e-05,0.0034722675989224,GSE38958
91574,91574,-0.204302307936508,-4.52462158371338,1.47103928643409e-05,0.0034722675989224,GSE38958
196394,196394,-0.32597132063492,-4.52901365911235,1.44530728289483e-05,0.0034722675989224,GSE38958
54881,54881,-0.284813071428571,-4.49807058136612,1.63627641121939e-05,0.0037527568892261,GSE38958
