,z0,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16,z17,z18,z19,z20,z21,z22,z23,z24,z25,z26,z27,z28,z29,z30,z31,z32,z33,z34,z35,z36,z37,z38,z39,z40,z41,z42,z43,z44,z45,z46,z47,z48,z49,z50,z51,z52,z53,z54,z55,z56,z57,z58,z59,z60,z61,z62,z63,z64,z65,z66,z67,z68,z69,z70,z71,z72,z73,z74,z75,z76,z77,z78,z79,z80,z81,z82,z83,z84,z85,z86,z87,z88,z89,z90,z91,z92,z93,z94,z95,z96,z97,z98,z99,z100,z101,z102,z103,z104,z105,z106,z107,z108,z109,z110,z111,z112,z113,z114,z115,z116,z117,z118,z119,z120,z121,z122,z123,z124,z125,z126,z127
ABT-239,-0.069530375,0.30545694,0.022367246,0.10599526,-0.28572047,0.099377304,0.11695726,-0.07279435,-0.0233129,0.17600876,0.30942267,-0.19225799,0.17525649,-0.25861835,-0.1350817,-0.3177795,0.15855461,-0.32027024,-0.115531296,0.025279338,0.14775683,0.116569325,-0.13935816,-0.004303273,-0.07988136,0.12276278,-0.051471557,-0.07482815,-0.22202118,0.132455,0.2509108,0.010762021,-0.022736758,0.192419,-0.042544253,-0.030778416,-0.08503805,0.0315549,-0.19702005,-0.035340797,-0.36502492,0.03914301,-0.16956668,-0.34461406,0.025924563,0.01676586,0.124266356,0.19189543,-0.062593505,-0.53239197,-0.015971115,-0.11947109,0.11718192,0.058579165,-0.03693372,-0.024806205,-0.17795637,-0.06540219,0.017010666,0.21249633,-0.005759321,-0.13324425,-0.063802555,-0.16687962,0.075403236,-0.010293204,0.057852432,0.15832336,0.15277708,-0.008975439,0.08273551,-0.122548155,-0.22040431,0.09290975,0.0118565485,0.1841824,0.052303184,0.29439142,0.2940139,0.122584805,0.12346578,-0.1296086,0.13393416,-0.19962485,0.060441714,0.15588185,0.15962303,0.12500675,0.30137452,-0.0116544785,-0.5053619,-0.041696526,0.09098874,0.56178147,0.037202578,0.30706325,0.1336629,-0.03415008,-0.1163944,0.051735453,-0.000414173,-0.07963371,-0.09732388,0.08068245,0.19349532,-0.19582209,0.24889767,0.23174,0.08061157,0.02526987,-0.03578627,0.40253854,-0.08236166,0.029569093,-0.24928187,-0.2400309,0.15950479,0.01190592,-0.10689687,0.23807453,-0.061133355,-0.30058962,0.069324255,-0.2585586,-0.11583932,0.12573314,0.033650607,0.12619337
ABT-724,-0.10227899,-0.08789341,0.051246896,-0.05005274,-0.21377926,-0.0893504,-0.05383982,0.041750003,-0.035644997,-0.045797676,0.048075754,0.0051359204,0.03259285,-0.14785784,-0.022311697,0.016385749,-0.059491396,0.22496714,-0.13109314,-0.03359255,0.024119249,-0.05216659,0.022360057,0.05984784,-0.04329154,-0.07075928,0.028203161,0.04178167,0.06489165,-0.06606804,0.0044397153,0.048931632,-0.097095095,0.03720502,-0.1501426,-0.0068825297,-0.04276315,0.0829844,-0.2620512,0.10674062,0.007531816,0.06661953,0.20528069,-0.04447967,0.018194713,-0.17768872,-0.015219768,-0.011528531,-0.10205805,-0.25865164,-0.10260742,0.19881316,-0.13890001,0.15364115,0.016430868,-0.06999806,-0.098774515,0.05618804,-0.049442645,0.008887159,-0.031586617,0.00645162,-0.02091578,0.14019725,-0.07684529,0.10420405,0.050453544,-0.03317741,-0.12006967,0.048219565,-0.061173063,-0.027062597,0.011050029,-0.21632253,0.24482381,0.0023323372,0.06857997,0.06261264,-0.21999764,-0.15106222,0.024458423,-0.12601356,0.09088898,-0.033457745,0.0116490945,0.09849418,0.040549804,-0.0828549,-0.13627377,0.0048663705,-0.2621453,-0.038361035,0.06798664,0.09644458,0.13719283,0.03368249,-0.026568705,-0.05967029,0.014952544,0.33219615,0.06644651,-0.08933096,0.2384153,0.018031135,0.048979655,-0.10710828,-0.03895094,0.011620222,0.5035134,0.24406324,0.2004789,0.0801516,0.019759636,0.066896975,-0.11814156,0.22543326,0.013904803,0.15153395,0.055509176,0.06737006,0.10727446,-0.04939828,-0.09495356,-0.13224603,-0.119922765,0.029372266,-0.041161597,-0.020732269
ABT-737,0.17563333,-0.55384743,-0.14147374,-0.39836058,-0.32749256,-0.04113825,-0.42011312,0.17674825,0.211123,0.004263008,0.05129418,-0.06163283,-0.04882906,0.20771134,-0.12980163,-0.12606373,0.045391336,-0.29748133,0.12507835,-0.033559762,0.33413452,0.016634542,-0.3007606,0.22255218,-0.34359637,0.27941853,-0.23637988,-0.037171204,-0.2095705,0.3090976,0.29804665,-0.039778702,-0.0025176404,-0.36235562,-0.17319225,-0.2507807,0.12309395,0.030391667,0.16791299,0.15428758,0.13667919,-0.06599492,0.08960709,-0.04693619,0.09594418,0.0639449,-0.042512707,0.16983771,0.105493635,0.37916687,0.19216378,0.13185184,-0.24736339,-0.118434,0.26094085,0.21812226,-0.07058117,-0.017391114,0.25478044,-0.053528875,-0.0098038595,-0.106845245,-0.10150701,-0.33152926,0.09276302,-0.023435812,-0.06481818,-0.08721708,0.24312666,0.25971907,0.062552474,0.035811767,0.17809775,-0.18348275,-0.5479729,0.15228152,-0.0036848895,-0.1241086,-0.3202174,-0.0009345338,-0.21792978,-0.18559761,0.17763023,0.39587584,0.13813744,0.19873294,0.39077106,0.38291508,0.06793126,0.31425413,-0.14449063,0.10866955,0.19666564,0.2304901,-0.059567325,-0.26474318,-0.33289853,0.16163298,0.16530302,-0.046852373,0.15521711,-0.10494903,-0.31131643,-0.20535289,-0.44695336,-0.15168388,0.12526086,0.12885523,0.34737155,0.43131405,-0.088348106,-0.16618823,0.12997596,-0.1271706,-0.48834336,0.44084275,0.08157061,0.029632378,0.23185997,-0.035718624,0.053501725,0.012504078,-0.19121933,0.12462468,-0.045194335,-0.060976386,0.30200568,-0.21972032
ACY-1215,0.11179951,-0.2797915,-0.2104478,-0.115381755,1.0235094,0.1405659,-0.035897095,0.23143664,-0.054820936,-0.2026977,0.6460282,0.2662611,0.1700156,-1.669913,-0.5889702,-0.3676522,-0.3079685,0.8321153,0.044007733,-0.39545768,0.3575267,-0.015894819,0.29612434,0.2010623,-0.1448227,0.4592395,-0.40393925,0.07864518,-0.3022457,0.7164217,0.5493194,-0.2952424,0.6105189,-0.01243959,0.8587998,0.0063126236,0.27410275,0.26708904,0.46920934,-0.5532151,-0.031863686,0.06797718,-0.44065884,-0.274865,0.3534938,-0.032156758,0.07232637,0.10772536,-2.6000884,-0.30777618,-0.2725937,0.16844372,-0.09115016,-0.17841966,-0.060202792,0.03453099,0.11671029,-0.36102387,-0.3238804,-0.034158032,0.14633553,-0.42369542,-0.30350944,-0.84729177,0.48819497,0.060070775,-0.31393707,-0.06349273,0.25986484,0.030197194,0.94380856,-0.5787874,-0.15861315,0.24156605,-0.30449873,0.35010898,-0.06726916,-0.182152,-0.5206678,0.37292844,1.0877329,-0.3768449,-0.114000514,0.23835745,0.5481669,0.30457073,-0.07661401,0.5096783,0.0075343233,-0.26576337,0.9876721,-0.2847893,0.3479878,-1.4314647,-0.27812722,-0.33541715,0.020086285,0.14128554,0.3021103,-0.49297634,-0.24368212,0.20197722,-0.023720458,0.14760262,0.16006021,0.42372397,-0.0657592,0.16209424,-0.2847812,-0.47841093,1.3956075,0.5962796,-0.07846795,-0.115357675,0.3619564,-0.039416265,0.18650837,-0.21560588,0.05036969,-0.20172262,-0.14155062,0.070181355,-0.17008546,0.42113027,0.07633433,0.32487088,-0.038693883,-0.041425273
AEE-788,-0.29518518,-0.24428354,0.37269914,0.059548497,-0.27905682,-0.20274049,-0.27442706,-0.39708647,-0.072791085,-0.27330226,1.0280942,0.35233635,0.5499369,1.1976539,0.33293837,-0.15163636,-0.15634665,-1.3365186,-0.38862872,-0.06544508,0.22037745,0.19600002,0.09823577,0.19818342,-0.27725586,0.1664736,0.5744481,-0.41952085,0.2172014,-0.17762624,-0.6859011,-0.10369854,0.27709213,-0.0062299,-0.064557165,0.08073096,0.03626159,0.06286444,0.0038606392,-0.040861167,-0.37393337,0.2600699,0.37012318,-0.021003691,-0.21992138,0.2537613,0.66560596,0.16692662,-0.6638994,-0.38910908,-0.92239666,0.4508832,0.356169,-0.15115088,-0.35458365,-0.12859577,0.1992026,-0.3162582,-0.10080193,0.7693747,-0.07425921,-0.19315901,-0.182163,-0.3518002,-0.018839141,-0.46897915,-0.090219565,-0.02039211,-0.031584304,0.09700464,0.45710313,-0.24183255,-0.10823333,-0.042665504,0.8547959,-0.8137963,0.20038876,0.82336307,-0.061485253,-0.30509856,1.0683743,-0.38943943,-0.008451022,-0.37770852,0.20240977,0.22610334,0.12797318,-0.018529452,-0.13757695,-0.06307503,0.052519504,0.067707285,0.28210813,0.110131904,0.5851915,0.1474207,0.32082674,-0.11619761,0.394855,-0.8141584,0.21411203,0.048984047,0.16489692,0.090944916,0.13187972,-0.5999889,-0.09951402,0.22835013,-2.8658705,0.40219283,-0.44563264,0.40681088,0.2738411,-0.3170101,-0.16431311,0.5910526,0.029215597,0.78674847,0.32383266,-0.090152964,-0.28729928,-0.31063974,-0.5975333,-0.07125954,-0.02727359,-0.09496784,-0.59604925,-0.0219986
AGI-5198,-0.18409182,0.00865449,0.28888667,-0.0019574165,-0.09583676,-0.03667599,-0.04619175,0.08403133,0.046700127,-0.062923975,0.0066009276,0.08229563,0.07105244,-0.24547172,0.012275711,-0.07072968,-0.17151664,-0.019717354,-0.08192468,-0.11377559,-0.089949526,-0.05563892,-0.1355207,0.1876083,-0.14117162,-0.100944564,0.08623947,0.1138335,0.10952901,-0.2598277,-0.13163115,-0.004610177,0.095102966,0.32098326,-0.030216439,0.04493644,-0.06270507,-0.16308425,-0.20608902,-0.052590273,0.001787914,0.027782284,0.45246667,-0.05168566,-0.04241185,-0.05805459,-0.34218612,-0.068614826,0.06257686,-0.48256764,-0.15215062,0.057760857,-0.13224933,0.0037119016,-0.12637185,-0.14306122,-0.18822938,0.037611872,-0.36900023,-0.16566294,0.042528853,0.09172011,-0.062472463,-0.058183786,0.13731116,0.094811,-0.10441443,-0.25544554,-0.057971306,0.09514946,0.033098362,-0.0926915,0.2636692,-0.4592504,0.43955308,0.051581837,0.14044975,0.12013613,-0.20559753,-0.23103894,0.046765104,-0.27751675,0.011064414,0.124818,-0.0011280179,0.06546014,0.102424175,-0.015118137,-0.2784955,-0.021554152,-0.49040872,-0.0059727877,0.14687999,-0.026188951,0.01764685,0.061166987,-0.08100824,-0.03645271,0.1314649,0.053663004,0.08723964,-0.024016006,0.5225332,0.13886592,-0.064154744,-0.13332072,0.08439878,-0.021810234,0.77881104,0.19641581,0.10751869,0.31113708,0.13437852,-0.068500936,-0.08970277,0.16591613,0.03709106,0.19739468,-0.07940982,-0.08655138,0.09013617,-0.0076895263,-0.35624668,-0.15888247,0.0153855905,0.03062284,0.22767708,-0.020064048
AGI-6780,0.10162069,0.091312736,-0.019437589,-0.023699712,-0.37824473,0.0632028,0.0564644,0.19365126,0.042184565,-0.16202156,0.022800181,-0.108564004,0.15729898,0.08220648,-0.2688691,0.10404156,0.09788345,0.23241998,-0.13844533,-0.030905,0.16041988,-0.07735944,-0.29130718,0.025620515,-0.12782127,0.04108253,0.015812334,0.04019483,-0.12572303,0.13211238,-0.007548202,0.02315018,-0.033816554,0.070615605,-0.010778829,-0.11932617,-0.19661821,-0.05667245,-0.2603128,0.021037836,-0.055915717,0.07113458,-0.11646621,-0.045060612,0.20378543,0.015072821,-0.14667122,-0.1978876,0.2504026,-0.0056797625,0.012798196,0.0619829,-0.15146792,0.1998825,-0.0004690066,-0.16940545,0.02063837,-0.07262087,-0.011772154,-0.16705579,-0.2176696,-0.03063407,-0.0040066633,0.18282485,-0.14129524,0.19861194,0.19217281,0.15228245,0.060737565,-0.07177293,-0.10166132,-0.17593792,-0.066882774,-0.102297276,0.062833786,0.2762155,-0.13413116,0.018713854,-0.2446607,0.11524171,-0.066716254,0.011398459,-0.03536322,-0.22216986,0.019452428,0.23931372,0.1139584,-0.056675814,-0.09527094,0.09302706,-0.018147068,-0.13301024,-0.067566656,0.26507688,-0.1156876,0.24246566,-0.12556574,-0.21074748,-0.08490342,0.7231443,0.110629246,0.06824826,0.06761953,0.04920732,0.17299666,-0.19502676,0.14929605,0.14401284,-0.8972593,0.05640773,0.18720429,0.1559697,-0.20929936,0.19753952,-0.06576479,0.09499779,0.24127987,0.12940782,-0.07849296,0.21295571,0.18474686,0.038569734,-0.1058222,0.03346546,0.090561286,0.10694774,-0.09628733,-0.062177148
AGK-2,0.3495411,-0.29274797,-0.059190527,-0.41937944,0.052772906,-0.22969313,-0.1934993,-0.04587388,-0.25082973,0.021323794,-0.2861802,-0.3241225,0.28530815,0.15819183,-0.12834485,-0.18394491,0.33684143,-0.54265046,0.23465858,0.55456847,0.4939423,0.106312335,-0.43665618,0.30586332,-0.02420492,-0.046164926,-0.20121492,-0.5382621,-0.38040575,0.44081435,-0.104434855,-0.16108632,0.20702681,-0.11740404,-0.2893056,0.24884564,0.13681394,-0.071085796,0.013834624,0.008189398,0.04884925,-0.2988955,-0.12125288,-0.09157692,-0.117271684,0.5829858,0.08221247,0.06194994,0.40735862,0.14449094,0.17309658,0.33241224,-0.51315194,0.1368231,0.5335756,0.14588244,0.2670048,-0.23049216,0.21528362,0.15417825,0.1825774,0.31080556,0.041090228,-0.077649206,-0.13057813,-0.3261406,0.04313985,0.3664078,-0.13441268,-0.06269931,-0.17284694,0.25632724,0.00048312545,-0.23833351,-0.49435663,-0.3367426,0.18746382,-0.16316792,0.09731129,0.51468444,-0.07754856,0.027659513,0.1178042,-0.013955209,0.44284642,0.01762099,0.12239507,0.30820334,0.031441547,0.5626825,-0.1973168,0.047170643,-0.30675414,-0.125701,0.09313837,-0.08217138,-0.61108387,0.09749513,0.21189299,0.019147202,0.4575893,-0.29449666,-0.7177602,-0.21304676,-0.32085478,-0.33190322,0.05202007,-0.117256224,0.3226704,0.18288355,-0.32340467,-0.14041498,-0.1156069,-0.17370416,-0.66205317,-0.013895862,-0.004421129,-0.034684718,0.14306086,0.19869839,-0.28143233,-0.24635625,-0.0619153,-0.07042623,0.16346726,-0.21058497,-0.103493765,-0.093188636
AGP-103,0.0037721843,-0.11198118,-0.25350118,0.15918826,-0.090900786,-0.014296949,0.039821662,0.09208492,0.0073931105,0.014070092,-0.27132627,0.024356656,0.04223639,0.24394587,-0.0005796477,-0.117371246,0.11704915,-0.16883484,0.12543915,-0.055945896,0.109648116,0.14370486,0.028338656,0.10260853,-0.027525097,0.0748144,0.04862413,-0.02705349,0.033044662,0.14370102,-0.12022832,0.029385682,-1.4409931,-0.22591837,-0.054419015,0.024945749,-0.03646964,0.23081096,-0.08316683,0.058161426,0.024698894,0.012637951,0.011676297,-0.20417443,-0.019270243,-0.13551722,0.11189371,0.005496679,-0.15788913,-1.0242705,0.17186707,1.2951682,-0.09593496,0.12481977,0.13823386,-0.09129091,-0.0012603424,0.11701713,0.13240145,0.03174584,-0.10299264,-0.07865701,0.12244893,0.05481937,-0.11090678,0.07325185,-0.023684185,0.10554056,0.06070278,0.19626033,0.10955314,0.061027333,0.051626146,0.08419177,-0.105673045,0.070813514,0.021583116,0.011637505,-0.02166325,0.16905324,-1.0670314,0.07073339,0.22936966,0.1197101,-0.034256883,0.1406667,0.11728333,-0.026861645,0.062491335,-0.044241093,-0.9607151,-0.11426388,0.12870944,0.31691152,0.10083044,-0.028989188,0.03411213,-0.09930184,-0.12372358,-0.36784056,-0.10606349,-0.014363429,0.019058926,0.102024436,0.064137965,0.09327772,-0.13849624,0.07926349,-0.43276227,-0.07807355,0.4687641,-0.23906259,-0.07744091,0.09179491,-0.010327098,0.12037383,-0.044153795,0.081211686,0.049896553,0.10901588,0.11954526,-0.027043262,0.17513826,-0.09117432,0.00770982,-0.10655148,-0.107625045,0.016774325
AICA-ribonucleotide,-0.05115226,0.14218387,0.10139118,0.033324845,-0.3200963,-0.12097195,-0.021687966,0.08662692,0.08786312,-0.02508567,0.14718112,0.1671175,0.02570222,0.016556107,-0.04036088,-0.09565288,0.09803508,-0.08237243,-0.17252974,-0.04433369,0.13838772,0.16067582,-0.13415244,0.17703359,-0.059848793,0.16162717,0.21424177,-0.15424314,-0.11077104,0.002853401,-0.12130608,-0.06931121,-0.12641215,0.10684484,-0.029290635,-0.0075594336,-0.1901721,0.17201923,-0.31513688,0.0017554088,-0.0022309162,0.03579167,0.078879,-0.101687975,0.046550244,0.09858199,-0.10204423,0.026348308,0.12075329,-0.085941136,-0.20575573,0.023681816,0.14761221,0.07530163,-0.059542187,-0.15383938,-0.027383419,-0.09552891,-0.010151802,0.15010704,-0.14005178,0.036752537,-0.027765585,0.103639625,-0.13665786,0.10248069,0.01964099,0.003291931,-0.014160373,-0.074661374,0.04937949,-0.17291293,-0.021920606,-0.066746406,0.2062212,0.023771098,0.07382801,0.2515596,-0.1430396,0.063901365,0.10516715,-0.08601844,0.11514896,-0.124352515,0.017063979,0.1775257,0.023503888,0.06286591,-0.14815,-0.013401686,-0.039128397,-0.010218877,0.2045258,0.04350627,0.17689063,0.0712424,0.10593189,-0.067022696,0.015784236,0.52270347,0.066244915,-0.045610823,0.0988036,0.24765985,0.105452195,-0.24982047,-0.09682427,0.2493397,-0.82057947,0.08848502,0.17481774,0.28374976,0.092420176,-0.029837355,-0.22132914,0.24812101,0.0014473447,0.20435223,0.0786073,0.09755587,0.06879963,-0.022490595,-0.0638568,-0.07683038,0.13708222,-0.01818558,-0.10527029,-0.017786456
AKT-inhibitor-1-2,0.39626327,-0.0058464333,0.6513874,0.0774256,-0.21676676,-0.23924024,0.749531,0.4648049,0.25560036,0.23302071,0.0824554,0.47478628,0.41626436,-0.026203565,0.37935135,-0.28097063,0.27267978,-0.66489357,0.53319407,-0.08693148,-0.31427878,-0.15582901,-0.20414779,0.35833475,-0.006033078,-0.28183308,0.3589304,-0.18066205,-0.14961468,-0.36124787,0.25534725,0.6452936,-0.29378322,0.31286976,0.23943047,0.38926265,0.31324548,0.07151241,-0.36468682,-0.23629859,-0.3035673,0.43683723,-0.02522551,-0.09587202,-0.20045654,0.17013982,0.19327039,-0.24017158,0.4830821,0.29126891,-0.07017254,-0.4314173,0.68451643,-0.29617795,0.019982804,0.5905994,0.6936406,0.07540869,-0.15808155,0.46395943,-0.030791547,0.17645614,-0.1495388,-0.04748702,-0.3952031,0.08149163,-0.16707689,-0.13615416,-0.54171133,-0.054074287,0.903246,-0.18053938,0.011815725,0.11030577,-0.11129925,-0.3400701,-0.5506429,-0.030032866,-0.2535241,0.28976694,-0.07897501,0.70812196,0.0757374,-0.5065014,0.20947981,0.7374905,-0.47257242,-0.18552828,-0.22531435,-0.22741126,-0.0421685,0.55287135,0.4394821,-0.17844401,0.562426,0.14833489,0.28646594,-0.093603946,-0.25787047,-0.050157025,-0.5176938,-0.037611768,0.52501774,0.1413521,-0.19047466,-0.37464547,-0.24654594,0.07635602,-0.14536941,-0.32272097,1.0081494,-0.4434045,0.9234942,0.16765603,0.32099977,0.2618877,-0.49727413,0.36127168,0.061625116,0.2656023,-0.10376945,-0.44417766,0.4465875,0.23738492,0.20533837,-0.5093336,-0.69605684,0.7301721
ALW-II-38-3,0.17259483,-0.5016344,0.1699683,-0.24925314,0.49139103,0.35694963,-0.27437583,0.06971306,0.80004096,0.5068878,0.1016912,-0.3473822,-0.2038797,-0.16862485,0.2549582,-0.4257818,0.095628604,-1.184676,0.3806185,-0.0664397,0.23737548,0.025091186,-0.37874228,0.45990843,-0.47960356,0.23212825,0.29615235,0.5413802,-0.08777066,-0.43802693,-0.18082598,-0.04063072,-0.20693573,-0.4501002,-0.76297265,0.18545502,-0.2805493,-0.15686195,0.15185311,0.5668225,0.26545015,0.04038671,0.70956993,-0.021008318,-0.05568127,-0.09469495,-0.2902667,-0.088107154,-0.11369844,0.5462705,0.5900871,-0.21958463,0.8128593,-0.13113411,-0.3761308,-0.23519123,-0.3355306,-0.0153758945,0.7548317,0.40395814,-0.76383024,-0.07700939,0.033318773,0.0083103515,0.16471173,-0.5720648,-0.27230242,-0.16502029,0.9401903,0.86642426,-0.32679623,-0.26590928,0.3854763,-0.08487076,0.2629871,-0.1279324,0.048553497,0.56573683,-0.059153043,-0.80866987,-0.27518985,0.049905643,-0.2427589,0.09711423,-0.2034421,0.24137402,0.63919973,-0.30246025,-0.088172615,0.21877606,0.11199133,0.044241462,0.74036145,-0.9914836,0.34385598,0.6378748,0.5624193,-0.42538917,-0.14717488,-0.28542453,-0.1733486,-0.38854247,0.38593912,0.28287986,-0.43786883,-0.30664477,-0.039623514,0.547747,0.14355816,0.09807269,0.86219484,0.109314814,0.5771272,0.21107821,-0.73221576,1.0921649,-0.1258174,0.78087914,0.028571732,0.13152443,-0.074865535,-0.03671201,0.21051645,0.22233948,0.4551397,-0.5604123,-0.5289865,0.19314167
ALW-II-49-7,-0.19833452,-0.011467503,-0.12396462,0.13198471,0.1704613,0.11459626,-0.0664071,0.007858211,0.0011478513,-0.017503927,-0.006347906,0.012371946,-0.05728324,-0.036787797,-0.036711384,0.03226593,-0.041912697,-0.27323335,-0.09023692,-0.13579668,-0.05337093,0.0042079575,0.03833726,-0.10346823,-0.019562574,-0.0652988,-0.046581756,0.16793023,0.22886491,-0.2335869,-0.027649159,0.012525257,-0.07283893,-0.26545155,-0.20239973,0.00047350675,-0.17613217,0.036490604,0.004242615,-0.01975351,0.016234476,0.022431616,-0.011941469,0.15485482,-0.19265251,0.17451683,-0.064672716,0.13246402,-0.10849069,0.24495755,-0.06828147,-0.07008584,0.16573593,-0.11615443,-0.19773021,-0.14914519,-0.2463623,0.13157685,0.063893184,0.14967126,-0.12627938,-0.08808281,0.10208622,0.024626888,-0.015449649,-0.026459295,-0.08325767,0.14102307,0.13251567,0.2449964,-0.060793336,-0.16090056,-0.02094375,0.00713809,0.10793392,0.002437126,0.032585107,0.29952097,-0.014855644,-0.0908625,0.01906394,0.13874187,0.058205597,-0.06773408,-0.11862666,0.0752119,0.11053516,-0.21010344,-0.07504877,-0.06632136,0.104313046,-0.17240033,0.004108765,0.13040605,-0.019456502,0.06356106,0.2283979,-0.17001182,-0.12525468,0.026253324,-0.15848495,-0.08213116,0.16994795,0.11338943,0.11009617,0.02904832,0.035004403,0.0490838,0.14389333,-0.021369297,0.40697867,-0.025417307,-0.05765156,0.045138255,0.17125939,0.25649646,0.06389888,0.12954664,-0.1686828,0.0139545705,0.0097571835,0.13840795,0.12188148,0.033745922,0.08673288,-0.045167964,0.05249767,-0.040371843
ALX-5407,-0.078340806,-0.5254019,0.20013814,-0.2726572,-0.12807721,-0.40464666,-0.43916696,-0.16686365,-0.028690781,0.079098955,0.21226576,0.010600468,0.12420343,0.18749171,-0.166472,-0.32579738,0.013092733,0.18701051,-0.26482373,0.091492735,0.22003524,-0.13925971,0.047566094,0.2470557,0.012208233,0.10769265,-0.055579077,-0.16096495,0.025270928,-0.018549101,-0.13211782,-0.1047643,0.028372956,-0.108949065,-0.188255,-0.11885091,-0.008713776,0.17726217,-0.22765425,-0.01768625,-0.21851966,0.26312017,0.16997078,-0.3037092,-0.12450139,0.05777701,-0.15067443,0.32956424,0.038275465,-0.07788861,-0.31166124,-0.037283197,-0.032559518,0.0152928755,-0.19540134,-0.05052307,-0.21784249,0.06368456,0.08453207,0.44473478,-0.0206774,-0.24269083,-0.05822979,-0.058232702,-0.14401971,-0.15812497,-0.103214696,-0.13365158,-0.401762,0.08884497,0.11712578,0.10971267,-0.22877942,-0.3075795,0.100583896,-0.18584374,0.048836164,0.38872018,-0.27238902,-0.09631799,0.24905758,-0.33853018,0.20927878,0.08739082,0.4119239,0.18000954,-0.003736794,0.10618766,-0.12472799,0.026611272,-0.21205387,0.03442459,0.16269852,0.059786793,0.38460746,-0.16202936,0.02266157,0.26471418,0.107801095,0.3215732,0.123192705,0.23716205,-0.06958865,-0.26222673,-0.16386157,-0.3987395,0.07805851,-0.037954412,0.021435928,0.38791654,0.050212484,0.13126737,0.15645051,-0.012382603,-0.23481083,0.18033536,0.023193639,0.13475999,0.059531257,0.05902438,0.062281538,-0.18794978,-0.17273179,0.07171969,-0.18757051,-0.12651135,0.04930497,0.034138147
