,z0,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16,z17,z18,z19,z20,z21,z22,z23,z24,z25,z26,z27,z28,z29,z30,z31,z32,z33,z34,z35,z36,z37,z38,z39,z40,z41,z42,z43,z44,z45,z46,z47,z48,z49,z50,z51,z52,z53,z54,z55,z56,z57,z58,z59,z60,z61,z62,z63,z64,z65,z66,z67,z68,z69,z70,z71,z72,z73,z74,z75,z76,z77,z78,z79,z80,z81,z82,z83,z84,z85,z86,z87,z88,z89,z90,z91,z92,z93,z94,z95,z96,z97,z98,z99,z100,z101,z102,z103,z104,z105,z106,z107,z108,z109,z110,z111,z112,z113,z114,z115,z116,z117,z118,z119,z120,z121,z122,z123,z124,z125,z126,z127
midodrine,0.12896988,-0.0147322845,-0.022270583,-0.009827581,-0.17242701,0.093948826,0.17844793,0.009367803,0.008873265,0.04112956,-0.0048011225,-0.0007139379,-0.0027232217,-0.021019462,0.108740956,0.17864764,0.008474801,0.1866154,0.12842844,-0.030987822,-0.11134301,-0.032476578,0.10667153,-0.1631215,0.027141955,-0.102166325,0.022167133,0.03133813,0.06491889,-0.07439828,0.116740406,0.15022077,-0.14171633,-0.053713825,-0.034930706,0.04621123,0.039542533,0.03885205,-0.024040882,0.13147949,0.04119196,0.0014017634,-0.023738807,-0.1416976,0.07617803,-0.32344174,0.03991448,-0.16602111,-0.23920175,-0.014850618,0.04095132,0.010996565,0.008205336,-0.0065934416,0.15192547,0.08273988,0.14717664,0.025307832,0.017336607,-0.033440247,-0.0073520774,0.0702378,0.0601864,0.15614623,-0.1360014,0.014716454,0.038291287,0.062552206,-0.08763489,-8.739531e-05,0.019184433,0.052438505,0.06751088,0.06555682,-0.03303304,-0.051194593,-0.07910378,-0.23730966,-0.12444959,-0.05525733,0.07619602,0.15967692,-0.022561759,-0.10461104,-0.024888068,0.0284874,-0.1262236,-0.11723991,-0.013118118,0.02751096,-0.23752813,0.069154665,-0.0046522785,0.032132152,0.1317961,0.020101275,0.09340401,-0.044460528,-0.0815918,0.2231927,-0.12391018,-0.097879395,0.110951886,-0.01916115,0.05455759,0.07976121,-0.16227283,0.0013056584,0.5017401,0.064282194,0.06534149,-0.3845659,0.027971197,0.09721194,0.11656398,0.10337832,-0.100422725,0.06512852,0.080846615,0.08673531,0.07970218,-0.010364622,0.19107094,0.006350152,-0.10372567,-0.043665737,-0.22919166,0.066754594
midostaurin,0.105452284,0.87718207,0.15168965,-0.12165519,-0.24252331,0.31208703,0.49117827,0.098553225,0.1397206,-0.009016687,0.11909127,-0.10289465,0.24977978,0.02623199,-0.42864475,-0.0018343255,0.39736915,-0.14558765,0.03197387,-0.06576642,0.09848411,0.13872957,-0.46693027,-0.06432496,-0.0491636,-0.4806321,-0.2534066,-0.14714502,0.20061116,-0.35384202,0.010469891,-0.01132147,0.21255507,0.29742968,-0.26531836,0.0026685782,-0.1685315,-0.14447512,-0.5949472,0.07591559,-0.21564777,-0.18876249,-0.22118454,-0.064961396,-0.1268096,1.2951787,0.91285473,-0.06839598,0.2669927,0.06917953,-0.075141005,-0.41177595,-0.02454847,-0.37060413,0.11346179,-0.23694982,-0.46458173,-0.00020589493,-0.36603794,0.08987206,-0.12950498,-0.054910585,0.24161945,-0.21186315,-0.3102909,0.030236408,-0.06307879,0.32692438,-0.02832548,-0.002513066,0.23794189,-0.3827076,0.07155493,-0.37093192,-0.13432613,0.09750419,-0.17408559,0.29936665,-0.46035868,0.07855624,-0.31910315,0.11338636,0.22197586,-0.7369434,0.29481277,0.24123129,0.15664239,0.13751696,-0.31933498,0.29315016,0.19631316,0.1605217,0.10190527,-0.2889018,0.050699703,0.6279572,0.043959398,-0.26295993,-0.031668015,-0.23594949,-0.24512592,-0.6374765,0.54020464,0.3286224,0.45604888,-0.5723813,0.54810387,0.14374869,-3.048171,0.024653587,0.65054303,1.6089237,0.1758812,0.20182812,-0.013973011,-0.03458513,0.16730392,0.4347547,-0.34121588,0.3454533,0.15551853,-0.27178958,0.11403984,-0.21848154,0.25472474,0.07104976,0.15825932,-0.015168167
mifobate,-0.059548587,0.08667648,-0.033649795,-0.0030554393,-0.22508335,0.05169686,0.16588505,0.23028782,0.084884845,-0.16071987,-0.09720884,0.1265425,-0.016080365,-0.24772772,0.13795665,0.25920293,-0.027470948,0.100397475,0.07790188,-0.13816388,-0.13953441,-0.09645201,-4.9814582e-05,-0.041697957,0.016154574,-0.1449136,0.20907661,0.08782469,0.04972768,-0.14274225,0.07451242,0.2107543,-0.17512089,0.024026167,-0.018339455,0.024178322,-0.014270844,0.053996567,-0.056155838,0.14153424,0.1477159,0.1241453,0.20036164,-0.0057286825,0.030024432,-0.3059338,-0.15552095,-0.1499838,-0.2693859,-0.22745818,-0.043009058,0.15944095,-0.07296785,0.045947876,0.15322685,0.012672693,0.1334083,0.01923549,-0.102286585,-0.081573635,-0.052445207,0.095370956,-0.01887052,0.259413,-0.07865768,0.19752309,0.09750306,0.031752452,-0.08842065,0.03503789,-0.08932011,-0.048735496,0.020733917,-0.06021007,0.18633267,-0.040219706,-0.08763008,-0.14945197,-0.1806274,-0.06286611,0.10543808,0.074698895,0.03287873,-0.12525053,-0.011020906,0.069057465,-0.003983259,-0.21026336,-0.11045482,-0.07099048,-0.021698726,-0.05036829,-0.028814966,-0.011052199,-0.09587578,-0.037161145,-0.008390368,-0.16904297,-0.10956216,0.36713067,-0.0110157095,-0.074719176,0.18500368,0.121864885,0.03752859,0.06975121,-0.116495386,0.09230297,0.59040976,0.12179081,0.0961632,-0.19507606,0.086462386,-0.024096299,0.059957054,0.33709472,-0.052740198,0.10486296,0.030623104,0.015315343,0.16587715,0.11389138,-0.0030188113,0.021596592,0.0033798665,-0.08836267,-0.058907673,-0.04273374
miglitol,-0.08395933,-0.08607209,-0.051306665,-0.15827617,0.09426825,-0.44395462,0.29941082,0.31705555,0.28473446,-0.043618903,-0.21935569,0.11675346,-0.22528836,0.23141336,-0.17550825,-0.42108524,0.032670483,-0.027972832,-0.18631934,-0.09220309,0.04784883,-0.2391356,-0.5541452,0.22708322,0.16848841,0.20299171,0.19476794,-0.11668351,-0.26634678,-0.0020263158,-0.11681327,0.2778406,-0.07626135,0.17689134,0.11918883,-0.061517492,0.042551987,-0.18255672,-0.06854498,0.2056039,-0.07436636,0.037646376,-0.11221644,0.10385189,-0.117462926,0.010303674,-0.059095517,0.35262495,-0.059022006,0.38754308,-0.16035476,-0.14234371,0.07462577,0.030244123,0.15566668,-0.052427296,-0.09561877,0.049613148,0.052055504,0.1369875,-0.29839638,-0.15249982,0.09235417,0.08028586,0.078514956,-0.04955606,0.2836781,-0.13980594,-0.20236836,0.11688262,-0.052568708,0.22769314,0.007993573,0.037684403,0.15504867,-0.272146,-0.13027047,0.30331168,0.23368272,0.15176441,0.25388256,-0.0795289,0.05672717,-0.13415357,0.21424443,0.31987518,-0.09992255,0.014301021,-0.34274933,0.016772976,0.098488405,0.0030785091,0.043901764,0.12651968,0.037536673,0.052261867,0.106240034,0.03652218,-0.0020863235,1.013708,-0.12807308,-0.06762298,0.14953539,0.15678328,-0.15273187,-0.14545368,0.19510539,-0.19210127,-0.38873637,-0.2576953,0.050451633,0.0045917016,0.23226877,0.02799115,0.09171005,-0.012890376,-0.23992532,0.14822227,-0.24256583,-0.056186724,0.26445124,-0.19212201,0.20855671,0.054659702,-0.10695644,0.061751407,0.3636599,-0.20233838
miglustat,0.002791035,0.26639766,-0.055017725,0.17749877,-0.5775864,0.09314802,-0.08784257,-0.016905466,-0.08979516,-0.02498605,0.01468702,-0.11991817,0.29047412,-0.04173694,-0.21268664,-0.032177366,0.26329446,0.10131983,0.05335556,0.1105891,0.1952438,0.21419303,-0.29381016,0.20514122,-0.04125575,0.0939074,0.0162379,0.07854247,-0.11375916,0.15753053,-0.047769494,-0.12485364,-0.14388259,0.045982953,0.02146699,-0.09607191,-0.29535362,0.10462585,-0.42735994,0.03598565,-0.19811095,0.02251373,0.025358707,-0.3215231,0.16625373,0.048610404,0.12093149,-0.23285395,0.23074982,-0.15652943,0.15831338,-0.16417785,-0.09855373,0.2419273,-0.083282396,-0.24245371,-0.20913373,-0.0325282,0.045044135,0.02394835,-0.19401532,-0.11609791,0.030473376,0.16053829,-0.25789303,0.2466825,0.044866167,0.090340376,0.1507631,-0.010604486,0.045858774,-0.2158752,-0.052546818,0.06977508,-0.08090142,0.47244248,0.04078025,0.22021306,-0.21714371,0.21573065,0.1524751,-0.09472208,0.20596738,-0.03920405,0.08961042,0.22254547,0.23823303,0.0036421493,0.12670629,-0.11177278,-0.40948573,-0.008118245,0.07790811,0.32803378,0.0026253173,0.27396667,0.006756859,-0.19585794,-0.15637231,0.4223384,0.16484588,0.09623347,-0.0059825256,0.123900436,0.23001678,-0.25526705,0.02636931,0.34941018,-1.0475935,-0.025657678,0.2699875,0.4514322,-0.22628638,0.13085797,-0.20145391,-0.02026638,0.2174106,0.049008317,-0.096072346,0.26845363,0.21200676,-0.19286692,0.08276811,-0.25291574,0.13136464,-0.07766254,-0.108847626,0.25276273
milacemide,-0.006346426,-0.124549426,-0.10096617,-0.17556044,0.5201586,-0.23389645,0.30706066,0.2346083,0.16013592,-0.10195844,-0.10440147,0.06254335,-0.3134045,0.22926566,-0.34447587,-0.21730806,-0.11468306,0.04946862,-0.09656218,-0.08664867,0.06358937,-0.34449548,-0.45804065,0.04351084,0.31337985,-0.03324471,-0.2155964,-0.006615147,-0.038919058,-0.09661287,-0.07153076,0.24006504,-0.10243191,0.26250848,0.52896136,0.06953342,0.2025816,-0.46432978,0.21254951,0.1904809,-0.14470433,-0.091885686,-0.2771321,-0.057780273,-0.057658806,0.06721097,-0.13233672,0.10276046,0.15844627,0.48425066,-0.025979253,-0.45495933,-0.13812011,-0.061116233,0.15124151,0.071020655,-0.05435154,-0.15073599,-0.105327375,0.078232266,-0.1729887,-0.16522329,-0.060541503,-0.27182868,0.25456893,-0.18229124,0.22624758,-0.07043891,-0.21241213,0.061157435,0.027511861,0.1285941,0.019965947,0.003064435,0.076406494,-0.27025613,-0.09569767,-0.0138532,0.22968863,0.06415998,0.6468969,-0.053918574,-0.0019207448,-0.0110374205,0.4607466,0.10612993,-0.15450348,0.11861853,-0.26145133,-0.005420449,-0.04125982,0.14482227,-0.19148695,0.04666302,0.12725258,0.053165197,-0.0059876405,0.146633,0.14116853,0.69318527,-0.18174526,0.054881964,0.2689554,-0.076373465,-0.11726354,-0.22216906,0.4539787,-0.3897871,-0.63259685,-0.4016209,-0.58374196,0.16555256,0.2842319,0.00805481,0.3462616,-0.4941265,-0.33391258,0.18312733,-0.4142169,-0.110211655,0.38619465,-0.20416835,0.23597589,-0.008038392,-0.21745542,0.22773634,0.4493633,-0.10229571
milnacipran,-0.11028206,-0.14635797,-0.104775354,0.08973336,-0.3325527,0.24931023,-0.1762554,-0.16361906,-0.22081462,0.009297406,-0.23505315,-0.29308772,0.30789062,0.3991493,-0.0065685585,0.11711082,0.091016866,0.14458422,0.20723651,0.1701729,-0.06014978,-0.10954122,0.072304964,-0.055055186,0.0049159103,0.015410995,-0.17337085,0.19044103,0.12191753,0.1644212,0.13941821,-0.020827822,-0.10506535,-0.14256544,-0.13379098,-0.008976486,-0.020156125,-0.07449363,-8.612685e-05,0.09523312,-0.045785088,0.08999045,0.17887492,0.056662135,0.037812933,-0.13577722,0.04450912,-0.109766066,0.036892295,0.050769936,0.24185728,-0.045994543,-0.22571507,0.07563411,-0.059441283,-0.09457762,-0.17260085,0.19917263,0.037207033,-0.14064817,0.124682665,-0.0620768,0.06827663,0.109728575,-0.029597605,0.012827486,-0.0067036217,-0.051100366,0.17921601,0.20721868,-0.13278215,0.14264752,-0.07562061,0.055365145,-0.2070027,0.29904854,-0.07185112,-0.101265445,-0.12164951,-0.009356476,-0.34796253,0.067118555,-0.036396056,0.090849854,-0.10237535,-0.04497759,0.22185197,-0.08902681,0.2384311,-0.0946491,0.36085087,-0.29320753,-0.2376031,0.22981636,-0.27537647,-0.051003974,-0.1644987,-0.16176292,-0.16145393,1.0166034,0.0032905615,0.12256512,-0.13758424,-0.17351529,0.087067194,0.20995879,0.012108963,-0.0022050738,-0.5541851,0.10908876,0.4898632,0.003091525,-0.391185,0.27372855,0.07392069,0.07201572,0.28479353,-0.15109144,-0.09157632,0.061374333,-0.022755072,-0.04769087,-0.04927627,-0.036948007,-0.06589325,-0.07460049,-0.09317475,0.041070037
milrinone,0.054527916,-0.15745336,-0.07924109,-0.11523067,-0.05489435,-0.06795102,-0.022205722,-0.11747456,-0.033235896,-0.021119067,0.019434124,-0.045348924,-0.07411046,-0.027609473,0.018568289,0.22864172,-0.06568485,0.4035049,0.05851327,0.026887259,0.013768376,-0.03603817,0.19353683,-0.124628164,0.02143514,-0.09281291,-0.08037801,0.055999752,0.13255198,0.023177836,0.13138378,0.12003547,-0.084657736,-0.16107824,-0.09317477,-0.008190464,0.0709727,0.07700178,0.0024379608,0.2042879,0.048573624,-0.073583454,-0.120179206,-0.0786671,0.078442544,-0.45423096,0.020174166,-0.088652365,-0.24994376,0.06590676,0.035181962,0.09549056,-0.1185582,0.044424538,0.17063633,0.002241417,0.04622822,0.022742206,0.08288163,-0.0003489321,-0.08554205,0.0054883417,0.09702604,0.14808834,-0.17047413,0.0112637505,0.054914467,0.056423135,-0.11990882,-0.04128336,-0.09122894,0.08974713,0.042681497,0.033688568,-0.0034885656,-0.068693854,-0.0046575814,-0.24241763,-0.1562949,-0.10988115,-0.0010364354,0.023336813,-0.024713904,-0.0454689,-0.040213004,-0.029480293,-0.09789553,-0.1498719,-0.11356766,0.121429965,-0.18782495,0.10121295,-0.07799863,0.15481009,0.13092211,-0.023942444,0.036848485,0.031412244,0.011193457,0.29201034,-0.009916246,-0.06881612,0.011478731,-0.1437724,0.023968637,0.010142882,-0.14410084,-0.07655976,0.41491884,0.20080185,0.12703323,-0.41210523,-0.0664651,0.12370192,0.015113107,0.07512655,-0.07775179,0.07227078,0.05680904,0.07700752,0.12906164,-0.007447999,0.14020959,0.018941939,-0.21438685,0.0062477607,-0.12502775,-0.0031546424
miltefosine,-0.03446491,0.16866432,-0.08788344,-0.046619173,-0.42684692,0.02826692,0.18645544,0.21894796,0.08275952,0.04933681,0.14164491,-0.064427346,0.02711963,-0.21080291,-0.087420404,-0.09841196,0.08247781,-0.25012937,-0.21511339,-0.12863986,0.1606492,-0.021542998,-0.039338104,-0.06318086,-0.17748724,0.13633327,0.05663672,-0.13837431,-0.22510688,0.21767472,0.24556825,0.19139989,-0.219916,0.12717967,-0.13820335,0.006248571,-0.144099,0.09390212,-0.1498307,0.010753023,-0.07311997,0.1652505,-0.17240122,-0.17902328,0.083582,-0.10751942,-0.15972222,0.17136243,-0.12040867,-0.51097167,-0.16542959,0.1295929,0.11204798,0.065853074,0.108914874,-0.06406322,0.06308681,-0.104782715,0.05259374,0.11458304,-0.15923007,0.005316546,-0.07575452,0.08733853,0.062235355,0.14920121,0.1195868,0.17291333,0.093220994,-0.04117605,-0.10406647,-0.12739667,-0.20906945,0.031778842,0.11810752,0.102415875,-0.07471003,0.03025517,0.119305946,0.09582802,-0.1174773,0.031689815,0.13658664,-0.32324308,-0.054654516,0.22770974,0.12586345,-0.01008302,0.06423678,0.086675525,-0.17781845,-0.17587174,-0.035412557,0.3342747,-0.043577507,0.0019449568,0.09022252,-0.054480784,-0.13897125,0.21918625,-0.10309997,-0.08526322,-0.07219031,0.17274241,0.16943307,-0.16459677,0.18325034,0.28135595,0.43079126,0.24342926,0.02802189,0.09553566,-0.01993629,0.049790148,-0.26029134,0.2003275,0.11893587,0.113268286,-0.014772007,0.3207916,0.047351435,0.023479018,0.030459698,-0.0025680326,-0.09736817,0.11342342,-0.01635182,-0.21136537
minaprine,-0.1359944,-0.21270895,0.03818724,0.010820528,0.52838445,0.17829654,-0.004135132,-0.24148305,0.007805854,-0.15823032,0.5810478,0.17321658,0.018018827,0.018217396,0.2889125,0.3204147,-0.31457958,-0.1487186,0.018007267,-0.143267,-0.15767431,0.1766799,0.46386486,-0.2652891,0.10254129,-0.35540873,0.075982675,-0.015172377,0.44105867,-0.32743388,0.041625682,0.014102545,0.018717673,-0.062262364,0.19476004,0.28509158,0.15595505,0.0565628,0.47540367,-0.08293135,-0.0319556,-0.14565529,-0.0915539,0.06794298,-0.08982889,0.05639001,-0.07564477,0.030355226,0.0012248866,-0.1680859,-0.1891945,-0.09882344,-0.0060125478,-0.1251876,0.06713706,0.22526667,0.29910874,-0.23742417,-0.2514563,0.0004367726,0.27978373,0.11120193,-0.19356777,-0.48091188,0.1573826,-0.28095427,-0.08637165,0.14392984,-0.06467142,-0.08914405,0.093108185,-0.05577683,0.039531823,0.0024821777,0.4272602,-0.4558772,0.207457,-0.26378354,0.1996701,-0.39594,0.19710289,-0.14341006,-0.09426154,0.00096334144,0.04395572,-0.43502438,-0.1550055,0.12920007,-0.012463437,-0.070740946,0.15884253,0.122904286,0.06650947,-0.08607643,0.22397357,-0.021126227,0.13955599,0.13593931,0.25242126,0.6010386,0.09092504,-0.07749965,0.14328273,-0.18305728,0.025832847,0.01293371,-0.13216344,-0.24688403,-0.80881536,0.13283329,-0.4818028,-0.04043436,0.095391795,-0.37006423,0.059603978,-0.19607897,-0.28687516,0.17974135,0.1678749,-0.19357169,-0.08729006,-0.02647417,-0.12973824,-0.10441333,-0.21982363,0.098242365,-0.23140721,-0.090456784
minoxidil,0.022722755,0.19807832,0.055478282,-0.100934364,-0.60364294,-0.07184304,0.08298598,0.31117022,0.062797576,-0.09900133,-0.13069414,-0.04487121,0.22474946,0.2777546,-0.26651534,-0.07019986,0.17687209,0.10269366,-0.1891273,-0.0066980226,0.20621186,-0.13645746,-0.46659583,0.09921247,-0.053840216,0.23932351,0.039084658,-0.13657852,-0.10519283,0.16827452,-0.099574074,0.029346611,-0.23558198,0.14164464,-0.01360796,0.024532577,-0.17951639,-0.19114749,-0.26759347,0.12755029,-0.009409577,0.14893027,0.17010017,-0.14088066,0.20756082,0.084493205,-0.22209473,-0.11076572,0.13504647,-0.15430078,-0.115595266,0.1298374,-0.10904659,0.07371493,0.020325677,-0.16620578,-0.024354655,-0.07852629,-0.040094152,-0.091065876,-0.18644682,0.05297006,-0.03341164,0.15332642,-0.02584699,0.12202858,0.2007042,0.0012408532,-0.027687553,0.0954981,-0.069735885,-0.057020497,-0.11870006,-0.21560647,0.06164927,0.22086975,-0.16033134,0.17192644,-0.26095316,0.02482859,0.05317673,0.07210787,0.008867044,-0.13270245,0.13535914,0.27164608,0.15716006,0.063099526,-0.1571741,0.101353586,0.21515918,-0.29533017,-0.118865564,0.26995608,0.052063704,0.042646807,-0.18833227,-0.18764606,-0.040125474,0.9416849,0.056669492,0.05805059,0.110133395,0.18534772,0.1670925,-0.29463345,0.189841,0.1613442,-0.7975945,0.10693641,0.14658257,0.319092,-0.011187522,0.2024413,-0.030521676,0.21888496,0.11282462,0.23412497,-0.0613203,0.16571,0.26115727,0.04377476,-0.16151029,-0.05481936,0.07349487,0.049960922,0.019339776,-0.17912361
mirodenafil,-0.033148192,0.0015322529,0.07507637,-0.041711703,0.10675126,0.10766192,0.13472173,0.041979495,0.07199999,-0.07511739,0.086289,0.00891582,-0.029855229,-0.16172254,0.023726288,0.1617832,-0.09893493,0.032973155,0.15538844,-0.07606693,-0.14592068,-0.0852032,0.001111418,-0.02320806,0.09510091,-0.22943811,0.023596788,0.14314562,0.14482972,-0.19331174,0.0008400455,0.10035598,0.028903808,0.13699259,0.21894138,0.07836145,0.054622017,-0.13463473,0.11399044,0.015655087,0.04705804,-0.031761598,0.12404598,-0.18934026,0.020853996,-0.01722132,-0.18734759,-0.19174317,-0.0606482,-0.27947682,0.031569242,0.00031451508,-0.12844968,-0.07223362,0.013301095,0.021426499,0.036469437,-0.08136628,-0.18153779,-0.13281743,0.07540484,0.0814912,-0.010243909,-0.10970532,0.08663063,-0.018275775,-0.003303558,-0.08079584,-0.04448253,0.02870522,0.07165574,-0.11267273,0.093818545,-0.11788068,0.16534966,-0.0115902275,-0.036655422,-0.17679496,-0.127158,-0.19532694,0.2864369,2.0530075e-05,-0.057646506,0.058438096,0.1676497,-0.1302081,-0.04448794,-0.05721488,-0.09837989,-0.08726897,-0.2883691,0.08150433,0.0142426435,-0.023093581,-0.037504,0.051054828,-0.015877813,-0.025712721,0.076769575,0.22666344,-0.008002743,0.051071946,0.24742696,0.031527694,0.025328355,0.0125805475,0.048653226,-0.08788634,0.44519696,-0.057571717,-0.055861328,0.04266828,0.16588023,-0.07973636,0.1676415,-0.085137114,-0.10456068,0.04301531,-0.06504365,-0.063259795,0.12979576,0.013510875,-0.059835695,-0.03337957,-0.011650633,-0.051386565,0.05024244,0.07787192
mirtazapine,-0.10833248,-0.057667054,0.3394639,0.042317398,-0.11291064,-0.082804516,-0.07477772,0.10111487,-0.013466869,0.0055555645,-0.086502954,0.064625695,0.15183441,-0.20184737,0.033536058,-0.15589911,-0.047854878,-0.05412413,-0.12788144,-0.019577632,-0.059608586,-0.07599053,-0.14728962,0.20889011,-0.12038311,-0.04211125,0.11004323,0.01641332,-0.041056182,-0.16754335,-0.21251191,-0.06608117,0.10590354,0.27529597,-0.10161567,0.05672694,-0.04921321,-0.06435946,-0.30926785,-0.08327616,-0.052683126,0.09063336,0.47117722,-0.05598136,-0.05827856,0.005426096,-0.29731745,-0.027543807,0.032221254,-0.5054552,-0.111949734,0.09276387,-0.08148649,0.064993754,-0.13823442,-0.082398556,-0.14491062,0.10771356,-0.3038553,-0.09365099,0.09309554,0.09984383,-0.08065724,0.056891102,0.011472719,0.10228608,-0.09454694,-0.20249283,-0.16846979,0.062233754,0.033626385,0.0081849685,0.17223659,-0.40611187,0.34866297,0.041277885,0.15140049,0.21284969,-0.15021713,-0.03760195,0.056626994,-0.21922804,0.04188328,0.0701777,0.022814998,0.13967815,0.044387285,0.0026718378,-0.13907103,-0.0034261474,-0.3392448,-0.025142156,0.10346112,0.027233426,0.043851968,0.046137277,-0.0870204,-0.055038154,0.028096413,0.2588976,0.11579039,-0.02869258,0.36615288,0.14288259,-0.0692654,-0.08478494,0.026875973,0.0018704813,0.68134326,0.14968479,0.07613084,0.31387544,0.09245293,-0.022253457,-0.16416334,0.09620674,0.1054542,0.1040467,-0.019417413,-0.07134564,-0.018404305,-0.057227418,-0.30921558,-0.15838465,0.071986414,-0.011232686,0.11389755,0.015772652
mitiglinide,-0.07458182,0.019734047,0.30868137,-0.11733831,-0.07792773,-0.25479737,-0.025521517,0.009203879,0.13457732,-0.08805457,0.45688063,0.3494368,0.021895275,0.109232016,0.086958304,-0.058164597,-0.104666814,-0.2006022,-0.22997908,-0.109167285,0.06602606,0.05975256,-0.024398178,0.10363076,-0.035618823,0.08515831,0.30246136,-0.31746727,0.039359216,-0.1865958,-0.21507691,-0.05861738,-0.18035622,0.078591034,-0.014076665,0.16625598,-0.008034369,0.10132234,-0.034602232,-0.09240832,-0.043566857,0.13409434,0.1305832,-0.121303335,-0.07917047,0.07928659,-0.23491773,0.19588429,0.13181797,-0.02710335,-0.48386642,-0.034575403,0.27218235,-0.09595326,-0.07590694,0.044570185,0.16670321,-0.17672817,-0.1224368,0.33099163,-0.010640519,0.09638904,-0.20516817,-0.15505612,0.0076460103,-0.19189921,-0.04418174,0.013989113,-0.1898819,-0.064934455,0.19051541,-0.1081658,-0.07350488,-0.170965,0.46015325,-0.40405056,0.06589492,0.2261613,-0.053530365,-0.1564132,0.21370333,-0.10240142,0.0060305633,-0.14939353,0.16881868,0.1278829,-0.12033507,0.14437734,-0.28787047,0.026952863,0.06577687,0.049309384,0.27070373,-0.2294656,0.41261873,-0.057816695,0.14374481,0.05424428,0.24794488,0.7394685,0.038132578,-0.045400675,0.16680029,0.12901983,-0.024222782,-0.3356298,-0.13231261,-0.017376337,-0.7479887,0.20025826,-0.16022655,0.16655368,0.3443715,-0.16995801,-0.13428329,0.34119773,-0.23235162,0.31860992,0.2244915,-0.03586399,-0.07894358,-0.028846012,-0.16331083,0.012446597,0.0032363944,-0.030581493,-0.1910817,-0.15023316
mitomycin-c,0.026995173,-0.6624935,0.67266464,-0.13860083,1.2477213,-0.7030169,0.55737126,0.52431357,0.36097547,0.43813223,-0.738981,0.09341006,-0.2078165,-1.5259225,0.05028068,-1.3780612,0.31461874,-0.40759528,0.16113117,-0.038654692,-0.14751598,-0.32775384,-0.48916376,0.24308915,0.3307173,0.13831553,0.6058411,0.02250264,-0.2422326,-0.02595536,0.052342776,0.5855668,1.4197116,0.3259269,0.17790471,0.24674198,0.53185856,-0.17807846,-0.041663636,0.021384668,0.08671917,0.095030084,0.36613366,1.000227,-0.5932969,-1.3230914,0.2048979,0.23230228,-1.0058821,1.0497838,0.24553402,-0.26792216,-0.03006165,-0.15196347,0.26292747,0.050249457,0.36999905,0.2009625,-0.12823369,-0.18470062,-0.024307713,0.35624826,0.47384995,-0.13091674,-0.2790216,-0.4602068,0.39913172,-0.16784815,-0.9777992,0.5798661,0.28219518,0.58547086,0.3932256,-0.25878224,0.15243995,-0.35965186,-0.29183653,0.50650704,0.6231192,-0.062915385,-0.65497804,0.54656607,0.14380834,0.02897795,0.13052708,0.25596216,-0.37386057,-0.30604398,-0.015453483,-0.030729663,1.2193811,0.3002295,-0.32194027,1.4648128,0.31581637,0.09964375,0.06289683,-0.21914986,-0.24352752,-0.57185477,-0.24426267,0.1537729,0.13047391,0.38129458,0.09534731,0.0054736603,0.30391008,-0.4818596,-1.8709959,-0.6011881,0.4393321,0.6238426,1.1059473,0.24576971,0.3743341,-0.8287894,-0.53438675,0.25578827,-0.07749003,-0.5761903,0.18958916,-0.44675612,0.21157718,-0.0815782,0.42346746,-0.3023215,0.26473376,-0.022645341
mitoxantrone,0.79513836,0.78593975,0.8972903,0.35916677,0.31206065,-0.1886399,-0.20868056,0.7723343,0.03298185,0.66691995,-0.10989173,0.2125339,0.24975592,-2.9527936,-0.62688917,-1.8490913,-0.012082322,-1.0559735,0.4430238,-0.45740688,0.32105282,0.16803403,-0.37928325,0.07533486,0.436845,0.5803178,0.41145483,-1.056641,0.08131112,0.653219,1.2257028,0.42129174,1.0877287,-0.31809348,0.53207994,0.7180091,0.6557316,0.48314574,-0.042295136,-1.0533026,-0.55797356,0.66026145,0.2034,0.6046379,-1.2461085,-0.18538648,0.83895713,-0.4759177,-1.249238,1.7495041,1.1998056,0.1335091,-0.5445406,0.28452167,0.408188,0.6526042,1.3128273,-0.2050863,-0.83064455,-0.37527657,-0.24336475,0.76862895,-0.18640548,-1.1221191,-1.4670311,-1.7329918,-0.6374407,0.8581322,-1.4252644,0.6690886,1.5441195,-0.017859895,0.62186736,-0.74913025,-0.13720348,0.06748496,-0.051473413,0.1706694,1.0208914,1.5057609,-1.4504822,1.1664628,0.8485669,0.5348632,0.15935189,1.8203521,-0.1240689,0.8275639,1.0455954,-0.45902956,0.4824286,-0.55520475,-0.12632957,0.38554665,1.5412999,-0.3313698,-0.6469479,-0.28020567,-0.16257803,-0.7099324,-0.756919,0.7275455,-0.10243919,0.44725564,0.26173416,-0.24537319,0.13383521,-0.32478294,-0.7240083,0.018043034,0.7604747,0.4394383,1.4808849,1.5436041,0.15843831,-0.9492963,-0.5985029,1.1305348,0.37382334,-0.060396265,0.017362483,-0.7458291,0.08086814,0.53910893,1.5995717,-0.9532253,-1.4279853,0.18335404
