drug,net_trace,weighted_trace,vae_score,baseline,sig_reproducibility,n_cell_lines,reversal_rank,reversal_pct
levobunolol,-0.022772177751621,-0.0491812416730177,-0.63472176,0.1147003745318352,0.0,7,911,51.52714932126696
staurosporine,-0.0228458029377027,-0.0413006259171468,-0.045382835,0.0,0.0,6,912,51.58371040723983
aminoguanidine,-0.0228798052695035,-0.0397422831065049,-0.5337989,0.0864981273408239,0.0,7,913,51.64027149321267
WZ-3105,-0.0229353039228234,-0.0409136373017743,0.30065912,0.0,0.0,13,914,51.696832579185525
hydrocortisone,-0.0229687211725543,-0.0400841660899919,-0.083670765,0.0,0.0,7,915,51.75339366515838
butaclamol,-0.0230157854315569,0.0125082260596074,0.0058799894,0.073876404494382,0.0,7,916,51.80995475113123
medetomidine,-0.0230982917558471,-0.0037765208736057,-0.007065204,0.071067415730337,0.0,7,917,51.866515837104075
itopride,-0.0232147745361901,-0.0366441251172083,-0.031033617,0.1155992509363295,0.0,7,918,51.92307692307693
nutlin-3,-0.0232708838711064,-0.0532447532035569,0.15758477,0.0,0.0,7,919,51.97963800904978
CC-401,-0.0233045051617236,-0.0237692570408612,0.16149418,0.0867602996254681,0.0,21,920,52.03619909502263
D-serine,-0.0233509087959788,-0.0330851562134693,-0.02101644,0.0866853932584269,0.0,7,921,52.09276018099548
vilazodone,-0.0233864335049395,-0.0361803824793576,-0.014103267,0.0768352059925093,0.0,7,922,52.14932126696833
molsidomine,-0.0234114030592779,-0.0460036126734431,0.12265264,0.0,0.0,7,923,52.20588235294118
carbamazepine,-0.0234682046111543,-0.0279466623409806,-0.023197157,0.0520786516853932,0.0,7,924,52.26244343891403
metoprolol,-0.0235452056047786,-0.020631929785152,0.008774817,-0.077191011235955,0.0,7,925,52.31900452488688
PD-123319,-0.0235513619767308,-0.0283620195066515,-0.5289642,0.0914044943820224,0.0,7,926,52.37556561085973
"4,5,6,7-tetrabromobenzotriazole",-0.0235972258404878,-0.0314997796675252,-0.2979978,0.0,0.0,5,927,52.43212669683258
CP-945598,-0.0236100510388909,-0.0304765774187069,-0.64127666,0.0,0.0,7,928,52.488687782805435
ofloxacin,-0.0236922985620496,-0.0651966827927304,-0.50585276,0.0,0.0,7,929,52.54524886877828
swainsonine,-0.02370287149961,-0.0098981199599324,-0.0041717794,0.0,0.0,7,930,52.60180995475113
famotidine,-0.0238025327973278,0.0025682125206868,0.06676517,0.0753183520599251,0.0,7,931,52.658371040723985
RU-58841,-0.0238295057794638,-0.0287848872941539,0.026147233,0.0791947565543071,0.0,7,932,52.71493212669684
tolbutamide,-0.0238700944504253,-0.0341233621209657,-0.022248711,0.0,0.0,7,933,52.77149321266968
BMS-777607,-0.0239252668985277,-0.0179658087206746,-0.28100654,0.0944943820224719,0.0,24,934,52.828054298642535
dalfampridine,-0.023944770230003,-0.0053030300503307,-0.04270397,0.113501872659176,0.0,7,935,52.88461538461539
roquinimex,-0.0239546431765348,-0.0189975450410515,0.14304873,0.0,0.0,7,936,52.94117647058824
bendroflumethiazide,-0.0239930257969505,-0.0440297095034862,-0.03059082,0.0,0.0,7,937,52.997737556561084
HG-5-88-01,-0.0240480831252768,-0.0494249322467997,0.118891776,0.0554307116104868,0.0,15,938,53.05429864253394
tolnaftate,-0.0240708479924798,-0.0486580492486841,0.13149862,0.0,0.0,7,939,53.11085972850679
fidaxomicin,-0.0241643746330878,-0.0581227459521941,0.005124769,0.0961985018726592,0.0,7,940,53.16742081447964
repaglinide,-0.0242742566377273,-0.0564454147389562,0.04012194,0.0923408239700374,0.0,7,941,53.223981900452486
GDC-0879,-0.0242944457009599,-0.0622368743625583,-0.23124167,0.0826217228464419,0.0,19,942,53.28054298642534
bisoprolol,-0.0243446427907638,-0.0392240142665218,0.045669243,0.0805617977528089,0.0,7,943,53.33710407239819
indobufen,-0.0243819472158072,-0.0910396509448264,-0.6336031,0.0754681647940074,0.0,7,944,53.39366515837104
tofacitinib,-0.02447944468544,-0.0341622958776593,-0.31358328,0.0852808988764045,0.0,8,945,53.45022624434389
PF-03814735,-0.0244918201800264,-0.031398757760588,0.2179209,0.0,0.0,7,946,53.50678733031674
orphenadrine,-0.0245180948302961,-0.0551691270537423,-0.053592514,0.1133333333333333,0.0,7,947,53.56334841628959
Y-27152,-0.0245897637166186,-0.0122899534708109,-0.08849459,0.127940074906367,0.0,7,948,53.619909502262445
amrinone,-0.0246410735376128,-0.0556944920045724,0.11507126,0.1092883895131086,0.0,7,949,53.67647058823529
menadione,-0.0246948238323984,-0.0461018802143902,0.044521622,0.0,0.0,7,950,53.73303167420814
lisofylline,-0.0247683215888669,0.0007456712934196,-0.031384222,0.1020037453183521,0.0,7,951,53.789592760180994
amiodarone,-0.0247704463784779,-0.0377192509899858,-0.4782069,0.0930149812734082,0.0,7,952,53.84615384615385
bavisant,-0.024802495326549,-0.0436030047152382,-0.013808567,0.0,0.0,7,953,53.90271493212669
lobenzarit,-0.024806256218729,-0.0593724010614507,-0.1002984,0.0687453183520599,0.0,7,954,53.959276018099544
ARN-509,-0.0249851668083136,-0.0416825903168591,-0.0512022,0.0820786516853932,0.0,7,955,54.015837104072396
etofenamate,-0.0250009809643582,-0.0802970819881495,-0.13500771,0.1023970037453184,0.0,7,956,54.07239819004525
itraconazole,-0.0250219122037761,0.0013901109736608,0.024091417,0.0,0.0,7,957,54.128959276018094
chloroquine,-0.0250390422356119,-0.0278842960502068,-0.101976454,0.0943445692883895,0.0,7,958,54.185520361990946
retapamulin,-0.0251446136716039,-0.0594223299263899,-0.539808,0.0,0.0,7,959,54.2420814479638
olmesartan-medoxomil,-0.0251877963927752,-0.0270736665294095,0.07861535,0.0702808988764044,0.0,7,960,54.29864253393665
piretanide,-0.0251913792646889,-0.0498975214383905,-0.07790418,0.0862734082397004,0.0,7,961,54.355203619909496
maribavir,-0.0252197718876949,-0.0370528497178158,-0.014782422,0.1056554307116104,0.0,7,962,54.41176470588235
febuxostat,-0.0253698432997362,-0.0101356186145523,0.06427954,0.0956367041198502,0.0,7,963,54.4683257918552
bevirimat-dimeglumine,-0.0253900853142524,-0.0695736526548887,-0.5240066,0.0902434456928839,0.0,7,964,54.52488687782805
furosemide,-0.0253990320169564,-0.0650536919838529,-0.011478726,0.0679588014981273,0.0,7,965,54.5814479638009
carbenoxolone,-0.0255088822580765,-0.0465221833728084,-0.024474695,0.0,0.0,7,966,54.63800904977375
etoposide,-0.0255828110553624,-0.0456101558107081,0.23791504,0.0,0.0,9,967,54.69457013574661
gestrinone,-0.0256184488232741,-0.0474959357688881,0.011311771,0.0,0.0,7,968,54.75113122171946
dinoprost,-0.0256477828224347,-0.0437724181118971,-0.0963429,0.0647565543071161,0.0,7,969,54.807692307692314
mepivacaine,-0.0256717667256159,-0.0122395721657684,0.13556652,0.0754307116104868,0.0,7,970,54.864253393665166
bucladesine,-0.0257754273536393,-0.0341696124574458,0.009715789,0.0858239700374532,0.0,7,971,54.92081447963801
moclobemide,-0.0257919430735219,-0.0130840266132726,-0.09431478,0.1074344569288389,0.0,7,972,54.97737556561086
clofibrate,-0.0258471929104505,-0.0107269523532312,0.05969543,0.1065168539325842,0.0,7,973,55.033936651583716
metolazone,-0.0258833391319571,-0.0396262569866538,-0.027795294,0.0663295880149812,0.0,7,974,55.09049773755657
perhexiline,-0.0258977508631417,-0.0024836085371824,-0.44541475,0.0822284644194756,0.0,7,975,55.14705882352941
NVP-BGJ398,-0.0259180228996518,-0.0242653759032876,0.027203208,0.0,0.0,22,976,55.203619909502265
epz-5676,-0.026020588446703,-0.0082057099877636,-0.020874105,0.0,0.0,5,977,55.26018099547512
EX-527,-0.0261327969252913,-0.0626862397261784,0.019486165,0.1422471910112359,0.0,21,978,55.31674208144797
dequalinium,-0.0261642045493632,-0.0462433999667023,0.10752569,0.0,0.0,7,979,55.373303167420815
PHA-793887,-0.0261904746582486,-0.0435357396935425,0.18714482,0.0,0.0,17,980,55.42986425339367
paricalcitol,-0.0262014937274588,-0.0458528034720344,0.14519045,0.0,0.0,7,981,55.48642533936652
estramustine-phosphate,-0.0262155520563077,-0.0347328380557803,0.0500339,0.0655617977528089,0.0,7,982,55.54298642533937
nebivolol,-0.0263444166783335,0.0049560764990669,-0.038377106,0.0794943820224719,0.0,7,983,55.59954751131222
pyrazinamide,-0.0264154945908597,-0.045406358005214,-0.45692495,0.1076029962546816,0.0,7,984,55.65610859728507
trimetazidine,-0.0266367748661359,-0.058460492079187,-0.07354682,0.1279213483146067,0.0,7,985,55.71266968325792
asymmetrical-dimethylarginine,-0.0266649789458193,-0.0147378382695707,0.01962061,0.0,0.0,7,986,55.769230769230774
pirenzepine,-0.0266900224273005,-0.0352013504468966,-0.07020259,0.0845692883895131,0.0,7,987,55.82579185520362
diphenylpyraline,-0.0266975455368072,-0.0148586393172821,0.009592125,0.0,0.0,7,988,55.88235294117647
rivaroxaban,-0.0267358703846147,-0.0308039907296568,0.16401325,0.0708988764044943,0.0,7,989,55.93891402714932
pantoprazole,-0.0269282809611257,-0.0166777423010111,-0.012372112,0.0816853932584269,0.0,7,990,55.995475113122176
edoxaban,-0.0269383270793434,-0.0523992588522678,-0.6225438,0.08812734082397,0.0,7,991,56.05203619909502
tafamidis-meglumine,-0.0269889120788587,-0.0514349714900104,-0.34597847,0.081441947565543,0.0,7,992,56.10859728506787
flecainide,-0.0271216545951341,-0.0613331991826695,-0.55195665,0.0,0.0,7,993,56.165158371040725
alisertib,-0.0271773481722947,-0.0654997847297635,0.2139558,0.0,0.0,7,994,56.22171945701358
thiothixene,-0.0271783426284773,-0.0128688479701569,-0.0027498794,0.0638951310861423,0.0,7,995,56.27828054298642
QL-XII-47,-0.0271921029030833,-0.0266723721572356,0.13607268,0.1059550561797752,0.0,15,996,56.334841628959275
rondual-kinase-inhibitor,-0.0272390621837154,-0.0401360605972039,-0.37107033,0.0941760299625468,0.0,19,997,56.39140271493213
tetracaine,-0.0272768177469122,-0.0375914769030071,0.14502612,0.0686516853932584,0.0,7,998,56.44796380090498
fenoldopam,-0.0273200130353116,-0.022745393617535,-0.09157101,0.0707490636704119,0.0,7,999,56.504524886877824
aphidicolin,-0.0274195155943935,-0.0392639105384904,0.10921447,0.0,0.0,7,1000,56.56108597285068
amfepramone,-0.027447438342668,-0.0266139915013159,-0.06299335,0.0601123595505618,0.0,7,1001,56.61764705882353
nimesulide,-0.027449518070642,-0.0603010380888292,-0.068682924,0.0968539325842696,0.0,7,1002,56.67420814479638
RAF-265,-0.027472131894244,-0.0389405541623657,-0.064558916,-0.0907865168539325,0.0,21,1003,56.730769230769226
nisoxetine,-0.0275255992019444,-0.0271120439334269,-0.032978766,0.0,0.0,7,1004,56.78733031674208
epinephrine,-0.0275347849537891,-0.024814685950503,-0.081441924,0.0691385767790261,0.0,7,1005,56.84389140271493
LGX-818,-0.0276149047175228,0.0196142868170208,0.20539609,0.0,0.0,7,1006,56.90045248868778
dofequidar,-0.0276190799269743,-0.0250059441892088,0.017111305,0.0,0.0,7,1007,56.95701357466063
camicinal,-0.0276400698145776,-0.0500640599038356,-0.48159784,0.0,0.0,7,1008,57.01357466063348
levosimendan,-0.0276472234100915,-0.0323588674886314,0.013612281,0.0,0.0,7,1009,57.07013574660633
loratadine,-0.0276846128744046,-0.0645981787505101,0.029118737,0.0914232209737827,0.0,7,1010,57.126696832579185
ZK-93426,-0.0276963364467874,-0.0405025697002981,-0.04222683,0.0,0.0,7,1011,57.18325791855203
trimethobenzamide,-0.0277013245115466,-0.0264666852245952,-0.080511905,0.1100561797752809,0.0,7,1012,57.23981900452488
CX-4945,-0.02771969094576,-0.044575826431053,-0.07315035,0.1652996254681647,0.0,7,1013,57.296380090497735
estradiol,-0.0277627734909657,-0.0366860359149942,-0.0039070295,0.0628089887640449,0.0,7,1014,57.35294117647059
propylthiouracil,-0.0277636964591243,-0.0283905663684538,-0.038162805,0.1088576779026217,0.0,7,1015,57.40950226244343
moxonidine,-0.0277831567700824,-0.0273547240673365,-0.030063104,0.0861610486891385,0.0,7,1016,57.466063348416284
ZK-811752,-0.0277905962970184,-0.0330069127994332,0.0097077135,0.0,0.0,7,1017,57.52262443438914
tolfenamic-acid,-0.0278118298268354,-0.026082801838624,0.10816665,0.0769475655430711,0.0,7,1018,57.57918552036199
AM-24,-0.0278344782167153,-0.0313443692856478,-0.078361355,0.0,0.0,7,1019,57.635746606334834
epz004777,-0.0279806668015789,-0.0122421900832624,-0.07252064,0.0,0.0,5,1020,57.692307692307686
sulfasalazine,-0.0280213968659586,-0.048512992076158,-0.5790001,0.0673595505617977,0.0,7,1021,57.74886877828054
danegaptide,-0.0281909043103959,-0.0544793381135551,-0.50581807,0.0,0.0,7,1022,57.80542986425339
R-547,-0.0282336776229421,-0.0470232326081712,0.15358135,0.0,0.0,7,1023,57.86199095022625
solifenacin-succinate,-0.0282849737512165,-0.0221477395685002,-0.67647475,0.0,0.0,7,1024,57.9185520361991
sulfafurazole,-0.0282877307287196,-0.0824233971907447,-0.17544834,0.0984082397003745,0.0,7,1025,57.97511312217195
withaferin-a,-0.0283106820572958,-0.0323065674847299,0.13406865,0.0709363295880149,0.0,15,1026,58.0316742081448
ramipril,-0.0283456616093158,-0.0272407199815459,-0.060947653,0.0,0.0,7,1027,58.08823529411765
tacalcitol,-0.0283775086593584,-0.0250437787358191,0.15023656,-0.1084082397003745,0.0,7,1028,58.144796380090504
escitalopram,-0.0283991003999749,-0.0383898306351319,-0.020345453,0.0680898876404494,0.0,7,1029,58.20135746606335
phentermine,-0.0285311997366693,-0.0418440415689495,-0.011050661,0.083689138576779,0.0,7,1030,58.2579185520362
piperidolate,-0.0285719627845683,-0.040117630549057,0.010533884,0.0700187265917602,0.0,7,1031,58.314479638009054
lidamidine,-0.0286403400581939,-0.0574303408639449,-0.006567563,0.0908988764044943,0.0,7,1032,58.371040723981906
alizapride,-0.0286422330629283,-0.0115437927623169,0.026295977,0.1030149812734082,0.0,7,1033,58.42760180995475
pyrimethamine,-0.02865212367711,-0.039047598201956,-0.009289604,0.0893632958801498,0.0,7,1034,58.484162895927604
gimeracil,-0.0286800053216373,-0.0636564461397332,-0.50448626,0.0,0.0,7,1035,58.540723981900456
oxfendazole,-0.0286823496197944,-0.0334252011678704,-0.65899813,0.1335393258426966,0.0,7,1036,58.59728506787331
WAY-362450,-0.0287197336621956,-0.0207542039406273,0.0076810187,0.0,0.0,7,1037,58.65384615384615
cianidanol,-0.0287500456149393,-0.0520310518732263,0.01386516,0.1115730337078651,0.0,7,1038,58.710407239819006
dazmegrel,-0.0287867256271043,-0.0015951176875973,-0.061402183,0.0919101123595505,0.0,7,1039,58.76696832579186
fusidic-acid,-0.0288312850106122,-0.0287017688586265,-0.070853464,0.0908988764044943,0.0,7,1040,58.82352941176471
ASA-404,-0.0288450565141027,-0.0241174098507537,-0.41237482,0.0990074906367041,0.0,7,1041,58.880090497737555
dexloxiglumide,-0.0288579449838799,-0.0199735251205234,0.16408888,0.078501872659176,0.0,7,1042,58.93665158371041
smer-3,-0.0288645305429717,-0.0291112785710463,0.17229962,0.0,0.0,5,1043,58.99321266968326
benzylpenicillin,-0.0289328255087341,-0.0474464939105824,-0.06459498,0.1118913857677902,0.0,7,1044,59.04977375565611
cinnarizine,-0.0290037833443205,-0.03550881916456,0.0073247934,0.0,0.0,7,1045,59.10633484162896
irsogladine,-0.0290289050165621,-0.0569383372715893,-0.046405695,0.1094194756554307,0.0,7,1046,59.16289592760181
vortioxetine,-0.029073888703161,-0.0117052459041338,0.024510816,0.0,0.0,7,1047,59.21945701357466
dipraglurant,-0.0291406456216156,-0.0325696020412653,-0.02047147,0.0547752808988764,0.0,7,1048,59.276018099547514
bendamustine,-0.0291786556904248,-0.0691779863425988,-0.5814284,0.0690823970037453,0.0,7,1049,59.33257918552036
bimatoprost,-0.0291932763534894,-0.0746653598806461,0.05392773,0.0768539325842696,0.0,7,1050,59.38914027149321
adoprazine,-0.0293122765986765,-0.0615832751596972,-0.7497317,0.091629213483146,0.0,7,1051,59.44570135746606
DMP-777,-0.0293637499511143,-0.0455297798895346,-0.011810313,0.0689325842696629,0.0,7,1052,59.502262443438916
varespladib,-0.0293992718248745,-0.0621371459914527,-0.45443535,0.0765543071161048,0.0,7,1053,59.55882352941176
daunorubicin,-0.0294250405115308,-0.0262780912761573,0.36071813,0.0,0.0,7,1054,59.61538461538461
selinexor,-0.0294390398403979,-0.0332985929974137,-0.17249086,0.0,0.0,7,1055,59.671945701357465
teroxirone,-0.0294641018380437,-0.0693305042378613,0.074092805,0.1265543071161048,0.0,7,1056,59.72850678733032
moxidectin,-0.0294647407817763,-0.0466387184232722,-0.00178655,0.0,0.0,7,1057,59.78506787330316
TAK-715,-0.0294723598396235,-0.0634180810509289,-0.052481584,0.0807116104868913,0.0,21,1058,59.841628959276015
erythromycin,-0.0295087585115752,-0.0782175009989032,0.013638185,0.1337265917602996,0.0,7,1059,59.89819004524887
tosedostat,-0.0295377779580748,-0.0277166294579226,-0.07600702,-0.0886891385767789,0.0,7,1060,59.95475113122172
TG-100801,-0.0295831811541836,-0.0250489231459676,-0.0633043,0.0874344569288389,0.0,7,1061,60.011312217194565
ICI-162846,-0.0295958099532967,-0.0457079204396263,-0.5792722,0.0786142322097378,0.0,7,1062,60.06787330316742
pterostilbene,-0.0296423449937255,-0.0481691072000058,-0.5894145,0.0895880149812734,0.0,7,1063,60.12443438914027
XMD-1499,-0.0296655679636458,-0.03009361129098,0.026310759,0.0,0.0,19,1064,60.18099547511312
indometacin,-0.0296988428297413,-0.0675501929506971,-0.036239296,0.1011610486891386,0.0,7,1065,60.23755656108597
imiquimod,-0.0297261967131563,-0.0714675856028666,-0.4794543,0.09,0.0,7,1066,60.29411764705882
LX-1031,-0.0297532292627503,-0.0366312433798823,-0.7347423,0.1031273408239699,0.0,7,1067,60.35067873303167
KIN001-270,-0.0298801170469457,-0.0565634085827028,-0.0509775,0.090131086142322,0.0,22,1068,60.40723981900452
gatifloxacin,-0.0298827937151758,-0.0382777879822623,-0.11618812,0.1042509363295879,0.0,7,1069,60.46380090497737
Y-39983,-0.030004883664455,-0.0561314718996727,-0.042784482,0.1198876404494382,0.0,17,1070,60.52036199095022
valrubicin,-0.0300072775973694,-0.0415399010622844,0.17149934,0.0,0.0,7,1071,60.57692307692307
vanoxerine,-0.0300655063662889,-0.0314629276536441,-0.471735,0.1314419475655431,0.0,7,1072,60.633484162895925
SB-590885,-0.0300851824127965,0.0020388517681059,0.12994304,0.0927902621722846,0.0,13,1073,60.69004524886877
TIC10,-0.0301226114798827,-0.0525496092030032,-0.45982498,0.1039513108614232,0.0,7,1074,60.74660633484162
calpeptin,-0.0301468867744549,-0.0293724087759289,0.025103549,0.0,0.0,7,1075,60.803167420814475
chlormezanone,-0.0301546009382773,-0.046798466956256,-0.051275242,0.0815917602996254,0.0,7,1076,60.85972850678733
melatonin,-0.0301616778116914,-0.0343163587347779,-0.034077913,0.0875093632958801,0.0,7,1077,60.91628959276017
phenylephrine,-0.0302673736969162,-0.0453670688223285,0.065777525,0.0,0.0,7,1078,60.97285067873304
SK&F-10047-(+),-0.0302883798811535,0.0131280054293276,-0.006546204,0.0839138576779026,0.0,7,1079,61.029411764705884
RS-127445,-0.0303629420981278,-0.0420291303812848,-0.055337377,0.0,0.0,7,1080,61.085972850678736
MF-101,-0.030381127332748,-0.008516375525809,-0.09963881,0.0,0.0,7,1081,61.14253393665159
ercalcitriol,-0.030388315555975,-0.0395513248421031,0.14277627,-0.0726404494382022,0.0,7,1082,61.19909502262444
stavudine,-0.0303948391075262,-0.0513369192252799,-0.033988014,0.0881086142322097,0.0,7,1083,61.25565610859729
felodipine,-0.0304685518652767,-0.0314146225692462,0.006970703,0.1117790262172284,0.0,7,1084,61.31221719457014
pevonedistat,-0.0305041753660856,-0.0203097168980261,0.21769762,0.1145692883895131,0.0,7,1085,61.36877828054299
acivicin,-0.030512554675106,-0.0411136398174869,0.016821912,0.0,0.0,7,1086,61.42533936651584
BMY-14802,-0.0305576575729538,-0.0282506936318927,0.11311554,0.0,0.0,7,1087,61.48190045248869
taranabant,-0.0306197942192699,-0.033144653809029,0.1306821,0.0,0.0,7,1088,61.53846153846154
KIN001-260,-0.0306292862888179,-0.0607989949233346,-0.07895374,0.0885767790262172,0.0,19,1089,61.59502262443439
quinine,-0.0306295492170621,-0.0620194729796813,0.02401074,0.0700749063670412,0.0,7,1090,61.651583710407245
oxiconazole,-0.0306705566211311,-0.0538199325526065,-0.11825715,0.06,0.0,7,1091,61.7081447963801
zonisamide,-0.0307198288867117,0.0002229251883269,0.035642043,0.1004494382022471,0.0,7,1092,61.76470588235294
meloxicam,-0.0307513638739337,-0.0471864822986526,-0.008138995,0.0599812734082396,0.0,7,1093,61.821266968325794
ripasudil,-0.0308457925087964,-0.0599249640576698,-0.092339136,0.0,0.0,7,1094,61.87782805429865
diltiazem,-0.0308462829721074,-0.0568404592539629,-0.0146083655,0.0,0.0,7,1095,61.93438914027149
chlorambucil,-0.0309659877481403,-0.0469401453621344,0.0057547637,0.0890262172284644,0.0,7,1096,61.990950226244344
dutasteride,-0.0309682093520745,-0.0561270952291815,-0.657169,0.0,0.0,7,1097,62.047511312217196
resiquimod,-0.0309684960255139,-0.0676392068024425,-0.040915977,0.1166853932584269,0.0,7,1098,62.10407239819005
VX-222,-0.031011094192479,-0.0411108835585691,-0.01322014,0.0982771535580524,0.0,7,1099,62.1606334841629
cefepime,-0.0310150029238485,-0.0216543406011493,0.060172413,0.0,0.0,7,1100,62.217194570135746
JNK-IN-5A,-0.0310169363825155,-0.037382167680979,0.112287976,0.0,0.0,19,1101,62.2737556561086
ecabet,-0.0311692793111596,-0.0154355023262758,-0.018608388,0.1119288389513108,0.0,7,1102,62.33031674208145
merbarone,-0.0312084609466034,-0.0398073110878475,0.12650941,0.0,0.0,7,1103,62.386877828054295
MK-0773,-0.0312606690498264,-0.0166152862000366,-0.043816317,0.0947565543071161,0.0,7,1104,62.44343891402715
glafenine,-0.0313634913424363,-0.0324618563200089,-0.018238835,0.086067415730337,0.0,7,1105,62.5
oglemilast,-0.0313959728242124,-0.036065313771949,-0.10562901,0.1087265917602996,0.0,7,1106,62.55656108597285
tolimidone,-0.0314360069791667,-0.0433752904969441,0.09360217,0.0671161048689138,0.0,7,1107,62.613122171945705
benzydamine,-0.0315604040177153,-0.0537892474699321,-0.60391665,0.0832022471910112,0.0,7,1108,62.66968325791855
decitabine,-0.0315913254331916,-0.0436099480155342,-0.20454557,0.0807303370786516,0.0,21,1109,62.7262443438914
WYE-125132,-0.031612797670634,-0.0390770017283953,-0.09744309,0.062378277153558,0.0,15,1110,62.782805429864254
capecitabine,-0.031626997829099,-0.0334376649949976,0.005859453,0.1029775280898876,0.0,7,1111,62.8393665158371
nevirapine,-0.0317185392836296,-0.0490101965126177,-0.56189626,0.076123595505618,0.0,7,1112,62.89592760180995
amitriptyline,-0.0317793579940573,0.0363418805032565,-0.02455299,0.0,0.0,7,1113,62.952488687782804
LY-2811376,-0.0318140418456038,-0.0314872344777902,0.014593399,0.0761048689138576,0.0,7,1114,63.009049773755656
raltegravir,-0.0318164745734256,-0.018194234493801,0.068810605,0.0,0.0,7,1115,63.06561085972851
lenalidomide,-0.0319371062899441,-0.0828375591002061,-0.60458344,0.0,0.0,8,1116,63.12217194570135
licochalcone-a,-0.0319449677798553,-0.0644812396120445,-0.5595753,0.0842134831460674,0.0,7,1117,63.178733031674206
A-66,-0.0319514929329395,-0.0368632686088735,0.10034776,0.077752808988764,0.0,22,1118,63.23529411764706
gemfibrozil,-0.031971451115048,-0.0503184064538623,-0.53213227,0.072565543071161,0.0,7,1119,63.2918552036199
ambroxol,-0.032181862597596,-0.0460333530912864,-0.0027292152,0.0834082397003745,0.0,7,1120,63.348416289592755
FPL-55712,-0.0321866612900455,-0.041292745312918,0.010369819,0.097940074906367,0.0,7,1121,63.40497737556561
tozasertib,-0.0322818116210843,-0.0463781168368633,0.25562188,0.0,0.0,15,1122,63.46153846153846
loperamide,-0.0323186418752246,-0.0100761619845069,-0.045607217,0.0,0.0,7,1123,63.51809954751131
levalbuterol,-0.0324169219621576,-0.0362832961443715,-0.4929657,0.0,0.0,7,1124,63.57466063348416
doxorubicin,-0.0324276065426119,-0.0461485460284053,0.23492292,0.0,0.0,7,1125,63.63122171945701
quizartinib,-0.0324708548194898,-0.0432190615261206,0.16782868,0.0,0.0,24,1126,63.68778280542986
IB-MECA,-0.0324823542199636,-0.0285439145846478,-0.60042614,0.100374531835206,0.0,7,1127,63.74434389140271
MDL-73005EF,-0.0325101559048718,-0.0775996535511188,-0.14141643,0.0758052434456928,0.0,7,1128,63.80090497737556
esmolol,-0.0325334308998344,-0.0286123808553807,-0.09277001,0.1008052434456929,0.0,7,1129,63.85746606334841
rebamipide,-0.0326492041153214,-0.0380524998686968,-0.6289688,0.0748314606741572,0.0,7,1130,63.914027149321264
timonacic,-0.0326635830095216,-0.035402422723774,-0.008519126,0.0,0.0,7,1131,63.970588235294116
naproxen,-0.0326718267922241,-0.0725379357511465,-0.08250913,0.1300187265917602,0.0,7,1132,64.02714932126696
chelerythrine,-0.0326742204961123,-0.0467750838641616,0.23180498,0.1052434456928839,0.0,19,1133,64.08371040723982
gaboxadol,-0.0327436568714277,-0.0503966044519596,-0.060417596,0.0898501872659175,0.0,7,1134,64.14027149321268
emtricitabine,-0.0328039415525127,-0.0590430079891116,-0.003991447,0.0891385767790262,0.0,7,1135,64.19683257918552
guanethidine,-0.0328538539486345,-0.0316288651420987,-0.062067468,0.0988951310861423,0.0,7,1136,64.25339366515837
pilocarpine,-0.032867275678403,-0.0563206542081386,0.03434837,0.0839887640449438,0.0,7,1137,64.30995475113123
palovarotene,-0.032868718762024,-0.0555759196456556,-0.010569715,0.1243632958801498,0.0,7,1138,64.36651583710407
rucinol,-0.0328849887199756,-0.0504012678948062,-0.088537596,0.1022846441947565,0.0,7,1139,64.42307692307693
oxandrolone,-0.0329917634025463,-0.0401082616140671,-0.074393116,0.0994943820224719,0.0,7,1140,64.47963800904978
maprotiline,-0.0330776058843388,-0.0527266333544913,-0.41107163,0.0,0.0,7,1141,64.53619909502262
aniracetam,-0.0331372412823829,-0.0333057385613284,-0.09129556,0.0,0.0,7,1142,64.59276018099548
LY-2090314,-0.0331620392899678,-0.0436365970528391,0.16409732,0.1198689138576779,0.0,7,1143,64.64932126696833
benzotript,-0.0332026523558352,-0.0226178181731251,-0.005138439,0.0,0.0,7,1144,64.70588235294117
BIX-02189,-0.0332088990216393,-0.0187226760770898,0.10501705,0.1282771535580524,0.0,22,1145,64.76244343891403
probucol,-0.0334304864434945,-0.0290179086443909,-0.019810734,0.0907116104868913,0.0,7,1146,64.81900452488688
telbivudine,-0.0335834022809024,-0.0729044581330602,-0.645884,0.0750561797752809,0.0,7,1147,64.87556561085974
zosuquidar,-0.0335949019320793,-0.0654164539181494,-0.043675974,0.0696441947565543,0.0,7,1148,64.93212669683258
sulpiride,-0.0338431455974288,-0.0016008293155007,0.014455214,0.0,0.0,7,1149,64.98868778280543
telmisartan,-0.0340017061184837,-0.0506708666327081,-0.01168585,0.1189700374531835,0.0,7,1150,65.04524886877829
floxuridine,-0.0340296217834048,-0.0513473962302763,-0.056167178,0.0,0.0,7,1151,65.10180995475113
econazole,-0.0340974888532734,-0.042314030525662,-0.059648905,0.070880149812734,0.0,7,1152,65.15837104072398
bemegride,-0.0341979260954761,-0.0101370458149525,-0.03270017,0.0900187265917603,0.0,7,1153,65.21493212669684
zofenopril-calcium,-0.0342065149429626,-0.011141647039261,0.075303055,0.0709550561797753,0.0,7,1154,65.27149321266968
apafant,-0.0342260288774727,-0.0314835439259694,-0.034709927,0.1161235955056179,0.0,7,1155,65.32805429864254
