drug,net_trace,weighted_trace,vae_score,baseline,sig_reproducibility,n_cell_lines,reversal_rank,reversal_pct
azacitidine,0.0180880945353107,-0.0288788559495627,-0.11730337,0.0,0.0,21,253,14.30995475113122
piracetam,0.0180328278351026,0.0165851611767368,-0.049535584,0.1001498127340824,0.0,7,254,14.366515837104071
brivudine,0.0179648072774977,-0.0132663630865721,0.01112873,0.0722846441947565,0.0,7,255,14.423076923076922
VE-822,0.0177950359417611,0.0184286769618647,-0.12554689,0.0,0.0,2,256,14.479638009049776
lomitapide,0.0177432964636679,0.0346370998461625,0.012933917,0.0,0.0,7,257,14.536199095022626
pioglitazone,0.0176865495547237,-0.0159146749276735,-0.010459766,-0.0746629213483146,0.0,7,258,14.592760180995477
AV-412,0.017494874186552,0.0290052671744844,0.13956702,0.0,0.0,7,259,14.649321266968327
bazedoxifene,0.0174140515527349,0.0518781913471761,0.030381804,0.0649063670411984,0.0,7,260,14.705882352941178
varenicline,0.0172980368105465,-0.0015196452033259,0.12732464,0.0,0.0,7,261,14.762443438914028
faropenem,0.0171828433949785,-0.0011909396254038,-0.019951792,-0.0757865168539325,0.0,7,262,14.819004524886878
curcumin,0.0171223573212391,-0.0456316083866918,0.03853692,0.0,0.0,9,263,14.875565610859729
SR-57227A,0.0170531222697291,-0.0245386906160887,-0.47882724,0.0,0.0,7,264,14.93212669683258
milrinone,0.0170461382107084,-0.0208191328606732,-0.017558955,0.0,0.0,7,265,14.98868778280543
rimonabant,0.0169838857879551,0.0072040543133841,-0.013701348,0.0,0.0,7,266,15.04524886877828
ixabepilone,0.0169591968928652,-0.0044587806282561,0.14126313,-0.0731460674157303,0.0,7,267,15.10180995475113
penitrem-a,0.0168975772218219,-0.0015882341264108,-0.41992256,0.0,0.0,7,268,15.158371040723981
cytochalasin-b,0.0167926363467583,-0.0129853112430484,0.15912065,0.0,0.0,7,269,15.214932126696832
oprozomib,0.0167497544238582,0.0059372548295698,-0.23974489,0.0,0.0,7,270,15.271493212669684
pindolol,0.0167046903513474,-0.0187161602916275,-0.103655845,0.0,0.0,7,271,15.328054298642535
paroxetine,0.0166304906023743,0.0169747828099008,-0.07992146,0.0746816479400749,0.0,7,272,15.384615384615385
desoxypeganine,0.0165752437073008,-0.0007076117930087,-0.019088767,0.0634269662921348,0.0,7,273,15.441176470588236
mitiglinide,0.0164236225032341,0.012025119127675,-0.009884488,0.0,0.0,7,274,15.497737556561086
diphenidol,0.0163066566033335,0.0127073912910951,-0.07374536,0.068501872659176,0.0,7,275,15.554298642533936
NVP-BEZ235,0.0162761461819107,-0.0072474465138933,-0.38220653,-0.0661423220973782,0.0,16,276,15.610859728506787
oxybutynin,0.016111320805537,-0.0029097280621604,-0.058263402,0.0775842696629213,0.0,7,277,15.667420814479637
anacetrapib,0.0160475706428087,0.0046725338984922,-0.062215198,0.0,0.0,7,278,15.723981900452488
doxazosin,0.0159710883971647,0.0117747674251726,-0.02762944,0.0,0.0,7,279,15.780542986425338
UK-383367,0.0159550614571789,-0.0067280141772766,-0.051147524,-0.0619662921348314,0.0,7,280,15.837104072398189
gabapentin,0.0159073487040004,-0.025589919218194,-0.017261716,0.0,0.0,7,281,15.89366515837104
hymecromone,0.0159072438904904,-0.0101330024570552,0.07241406,0.1176217228464419,0.0,7,282,15.95022624434389
ixazomib,0.015881188871772,0.0038958607246035,0.0068660085,0.0,0.0,7,283,16.00678733031674
BIX-01338,0.0157597211986163,-0.0025372239467597,-0.10302848,0.0,0.0,5,284,16.063348416289593
KU-55933,0.0156194449968574,-0.0181348446651628,-0.002556155,0.0,0.0,19,285,16.119909502262445
meclofenamic-acid,0.0155310152581229,0.0050083376894747,0.17329773,-0.0903558052434456,0.0,7,286,16.176470588235293
isofloxythepin,0.0154658245387748,0.0116331124446761,0.12703355,-0.084943820224719,0.0,7,287,16.233031674208146
apabetalone,0.0152855248851928,0.0368038490636005,0.046040036,0.0,0.0,7,288,16.289592760180994
LY-2874455,0.0149579091181552,-0.0072151217597089,-0.1921236,-0.0997940074906366,0.0,7,289,16.346153846153847
tazobactam,0.0147291328921695,-0.0218209386333934,-0.52768886,0.0885580524344569,0.0,7,290,16.402714932126695
ENMD-2076,0.0147118739874098,0.0262600187487469,0.21574697,-0.0712359550561797,0.0,7,291,16.459276018099548
JTE-907,0.0145942062781408,0.0133753142066619,-0.10648363,0.0,0.0,7,292,16.515837104072396
"ICI-185,282",0.0144439235919818,-0.0001772021662981,-0.042326726,0.0,0.0,7,293,16.57239819004525
MK-8245,0.014438143801292,-0.0110681734166971,-0.50912714,-0.0712172284644194,0.0,7,294,16.628959276018097
fenticonazole,0.0141893601704726,-0.0034738208453034,0.021325001,-0.0881835205992509,0.0,7,295,16.68552036199095
ivermectin,0.0140911591550961,-0.0229690623428398,0.11669134,0.0,0.0,7,296,16.7420814479638
ledipasvir,0.0138860180585339,0.0138845599841152,-0.019036338,-0.0940074906367041,0.0,7,297,16.798642533936654
tesaglitazar,0.0138431843316284,-0.0008381609362281,-0.61607814,-0.0742883895131086,0.0,7,298,16.855203619909503
PF-03084014,0.0138126733976774,-0.0072294387262652,0.16519581,0.0,0.0,7,299,16.911764705882355
CO-102862,0.0136979326152873,-0.027132015095862,-0.020321174,0.0,0.0,7,300,16.968325791855204
protriptyline,0.0136867224114887,0.0632951858421282,-0.031594347,0.0,0.0,7,301,17.024886877828056
saquinavir,0.0135039345044788,0.0012177743176349,-0.43935186,0.0,0.0,7,302,17.081447963800905
crizotinib,0.0134863483244048,0.0185428121106878,0.18636878,0.0,0.0,15,303,17.138009049773757
nicaraven,0.0133874947429089,-0.0215025354655965,0.06721581,0.0939700374531836,0.0,7,304,17.194570135746606
KIN001-055,0.0133200284063968,-0.0095760536265764,-0.11605996,-0.0770599250936329,0.0,19,305,17.251131221719458
racecadotril,0.0133102935325117,-0.0277102996008183,-0.66829044,0.0,0.0,7,306,17.307692307692307
broxuridine,0.0132502219579553,-0.0134711873827474,0.021576392,0.0,0.0,7,307,17.36425339366516
metformin,0.0131382915594691,-0.0046084912725439,0.012966104,0.0,0.0,7,308,17.420814479638008
propafenone,0.0130946954811413,-0.0068742216785258,-0.69331247,0.071629213483146,0.0,7,309,17.47737556561086
pelitinib,0.0130374624595811,0.0305279424373406,-0.0538495,-0.0830149812734082,0.0,15,310,17.53393665158371
unc-0646,0.01299166001828,-0.0183732541322278,-0.19192995,0.0,0.0,5,311,17.59049773755656
FK-866,0.012832964533616,0.007512406745722,0.12519571,0.0670411985018726,0.0,7,312,17.647058823529413
BVD-523,0.0127114980734982,0.0490581257791954,0.13887157,0.0,0.0,7,313,17.70361990950226
haloperidol,0.0126147865305709,-0.0041002191883028,-0.05371212,0.0,0.0,7,314,17.760180995475114
scopolamine,0.0125137140589475,0.0212845844668542,0.006410438,0.0794007490636704,0.0,7,315,17.816742081447963
quinapril,0.0123595189565112,-0.0140185849843554,-0.04390973,0.0,0.0,7,316,17.873303167420815
tegobuvir,0.0123302047470185,0.0018318333449527,-0.38849396,-0.0578838951310861,0.0,7,317,17.929864253393664
MK-0812,0.0121512769711046,0.0027971666334474,-0.057722077,0.082565543071161,0.0,7,318,17.986425339366516
toremifene,0.0121410505435602,0.0273075762306358,-0.017962491,-0.0794756554307115,0.0,7,319,18.042986425339365
JW-7-24-1,0.0121359435309967,0.0013053053780453,0.05461257,-0.0758052434456928,0.0,15,320,18.099547511312217
AGI-5198,0.0120806008896602,-0.0292471817868128,-0.044417378,0.0,0.0,7,321,18.156108597285066
clomipramine,0.012000914037793,0.0128317865643622,-0.02916449,0.0,0.0,7,322,18.212669683257918
carglumic-acid,0.0119350119407325,-0.0260850958260312,-0.017719021,0.0,0.0,7,323,18.269230769230766
olanzapine,0.0119103088352083,0.0194122447893597,0.04870206,0.0,0.0,7,324,18.32579185520362
mycophenolic-acid,0.0117915711245092,-0.0252084197115461,0.13362058,0.0,0.0,7,325,18.38235294117647
levocabastine,0.0116448675922927,-0.0168706370778904,-0.6160833,0.0,0.0,7,326,18.438914027149323
thioridazine,0.0114993546944875,0.0225077974665632,0.13448575,0.0,0.0,7,327,18.495475113122172
anamorelin,0.011482914671288,0.0155594194681035,0.023545431,-0.0726779026217228,0.0,7,328,18.552036199095024
DPCPX,0.01146111984926,0.0105647714569851,-0.03786502,0.0615917602996254,0.0,7,329,18.608597285067873
dolastatin-10,0.0109564194810568,-0.0042913124757539,0.048225243,-0.0897752808988763,0.0,7,330,18.665158371040725
metixene,0.0109453153283198,0.0096810639330595,-0.4978869,0.0,0.0,7,331,18.721719457013574
bopindolol,0.0109332859489819,0.0146772979485788,-0.02941986,0.0718913857677902,0.0,7,332,18.778280542986426
nortriptyline,0.0106533139426075,0.0126493372766331,0.02703545,0.0,0.0,7,333,18.834841628959275
umeclidinium,0.0105972484552044,0.0078189677003922,0.04655742,0.0521161048689138,0.0,7,334,18.891402714932127
siguazodan,0.0104541303526777,0.0159000708799659,-0.08313184,-0.0759550561797752,0.0,7,335,18.947963800904976
armodafinil,0.0103942126350596,0.0047809607849496,0.019582456,-0.0694943820224719,0.0,7,336,19.004524886877828
milacemide,0.010327577240026,-0.0006921823315155,-0.008109244,0.0,0.0,7,337,19.061085972850677
proguanil,0.0102756278496013,-0.0377572218388705,-0.5037082,0.0,0.0,7,338,19.11764705882353
LY-2603618,0.0101999235629189,-0.0065545126902468,-0.03715137,-0.1000936329588015,0.0,19,339,19.17420814479638
perindopril,0.0101688067963173,-0.0061581473221432,-0.07986512,0.0,0.0,7,340,19.230769230769234
bardoxolone-methyl,0.0101533876526465,0.0118973776269262,-0.1976012,0.0,0.0,7,341,19.287330316742082
dexamethasone,0.0100604395620694,0.0082140882174437,-0.10837491,-0.1055243445692883,0.0,9,342,19.343891402714934
combretastatin-A-4,0.0099211174399733,0.0003262731805645,0.050479535,-0.078876404494382,0.0,7,343,19.400452488687783
fluconazole,0.0099067999777188,-0.0141266482867358,-0.089969076,0.0730149812734082,0.0,7,344,19.457013574660635
timofibrate,0.0098022729625942,0.0042921979313068,-0.007820712,0.0629962546816479,0.0,7,345,19.513574660633484
siramesine,0.0097795974260648,0.0115779342149292,-0.038934026,0.0,0.0,7,346,19.570135746606336
bruceantin,0.0097519190050567,0.001191234040549,0.14063098,0.0625280898876404,0.0,7,347,19.626696832579185
histamine,0.0097349676961134,0.0067313776566542,-0.045924086,0.0583895131086142,0.0,7,348,19.683257918552037
rosiglitazone,0.0096859758603554,-0.0087151806294837,0.036045805,0.0,0.0,7,349,19.739819004524886
etofylline-clofibrate,0.0096790897865461,-0.0044959381490854,0.04159796,0.0557303370786516,0.0,7,350,19.79638009049774
AZD-7545,0.0096723112925135,-0.0148684134535988,-0.080630735,0.0,0.0,7,351,19.852941176470587
bupivacaine,0.0096442340815492,0.0104558688504446,-0.044963047,0.0,0.0,7,352,19.90950226244344
HG-5-113-01,0.0095693209483379,-0.0121988398553091,-0.017757915,0.0847191011235954,0.0,13,353,19.96606334841629
palomid-529,0.0093379317428163,-0.0252321482829286,0.011733489,0.0,0.0,7,354,20.02262443438914
etazolate,0.0093223134227041,-0.021755662810274,-0.09953762,0.0539325842696629,0.0,7,355,20.079185520361992
telmesteine,0.0092856418592928,-0.0048513627183984,-0.094956405,0.071441947565543,0.0,7,356,20.13574660633484
KX2-391,0.0092223148343729,0.0084087160895878,0.05621077,0.0,0.0,7,357,20.192307692307693
GSK-J2,0.0089908168500664,-0.0107544165274723,-0.1427141,0.0,0.0,19,358,20.248868778280542
AT-9283,0.0089154859961519,0.0025942940949491,0.3578708,0.0,0.0,7,359,20.305429864253394
EVP-6124,0.0088255650290294,0.0019830054608106,0.025923604,0.0,0.0,7,360,20.361990950226243
lidoflazine,0.0087820824133826,-0.010708446284645,-0.018315386,0.1027902621722846,0.0,7,361,20.418552036199095
vardenafil,0.0087447896946438,-0.0045022339774878,-0.004203748,0.0,0.0,7,362,20.475113122171944
CGP-12177,0.0086410896667319,0.0031218188962943,-0.053102,0.0,0.0,7,363,20.531674208144796
dabrafenib,0.0085691132117696,0.0141242641933495,-0.01563203,-0.0814794007490636,0.0,21,364,20.588235294117645
indirubin,0.0085642907799979,-0.0053843013606978,-0.3209269,0.0,0.0,7,365,20.644796380090497
OCO-1112,0.0083291430784539,0.0156468881402782,-0.039065834,0.0,0.0,7,366,20.701357466063346
ketanserin,0.0081560223827148,0.002128222067355,0.021085816,0.0,0.0,7,367,20.7579185520362
arbutin,0.0080690369961067,-0.0246472251437929,-0.6224796,0.1184456928838951,0.0,7,368,20.81447963800905
DMP-543,0.0076656213943207,-0.0251538611856944,-0.020232514,0.0819662921348314,0.0,7,369,20.871040723981903
mannitol-D,0.0076283015486425,-0.0203057825609213,-0.0073990356,0.093314606741573,0.0,7,370,20.92760180995475
hexachlorophene,0.007602198074269,-7.823010369917685e-05,0.11517351,0.0,0.0,7,371,20.984162895927604
gsk126,0.0075334775200097,0.0018046557805884,0.040178776,0.0,0.0,5,372,21.040723981900452
NPK76-II-72-1,0.0073808988635133,-0.0003239232213736,0.15487422,0.0,0.0,19,373,21.097285067873305
metatinib,0.007205564033653,-0.0211327025698395,-0.4083119,0.0,0.0,7,374,21.153846153846153
indoramin,0.0071857125668379,-0.0458982241563161,-0.028588356,0.0,0.0,7,375,21.210407239819006
setiptiline,0.0070595727442768,-0.0224994371750484,-0.38551846,-0.0689325842696629,0.0,7,376,21.266968325791854
cytarabine,0.0070563265327756,0.0163689398333651,-0.024752725,0.0,0.0,7,377,21.323529411764707
guanadrel,0.0070088026984264,0.0145298371969055,-0.04283131,0.1040823970037453,0.0,7,378,21.380090497737555
cyclizine,0.0068281597860578,-0.0158258739943014,0.0020701177,0.0,0.0,7,379,21.436651583710407
naftidrofuryl,0.0068212717887524,-0.0132780724977051,-0.07871616,0.0,0.0,7,380,21.49321266968326
metergoline,0.0068192748317552,0.0319522681964877,0.10867154,0.0,0.0,7,381,21.54977375565611
trilostane,0.0067381911670199,-0.0321184735598493,-0.03463972,0.0627715355805243,0.0,7,382,21.60633484162896
pimecrolimus,0.0067018994617402,-0.0257860320107315,-0.08655322,0.0,0.0,7,383,21.66289592760181
genz-644282,0.0066225558159476,0.0044811810532216,0.07767612,0.0,0.0,7,384,21.71945701357466
GSK-1070916,0.0066068557245379,0.0340155194350022,0.11261594,0.0,0.0,21,385,21.77601809954751
17-hydroxyprogesterone-caproate,0.0065272179666956,-0.0443604367950429,-0.52162594,0.0,0.0,7,386,21.832579185520363
"16,16-dimethylprostaglandin-e2",0.0063508149706135,-0.0133100961349399,-0.046931334,-0.0730711610486891,0.0,7,387,21.88914027149321
NVP-DPP728,0.006027456993685,-0.0429451378856338,-0.025880884,0.0,0.0,7,388,21.945701357466064
gefitinib,0.0059680109539998,0.0198574042695659,-0.018630784,0.0,0.0,17,389,22.002262443438912
indibulin,0.0058896634327203,-0.0272286427151302,0.016813828,0.0,0.0,7,390,22.058823529411764
nafamostat,0.0058510068468668,-0.0005934965367471,0.017419748,0.0811610486891385,0.0,7,391,22.115384615384613
ABT-724,0.0058235515066414,-0.0324069649601747,-0.08134529,0.0653370786516853,0.0,7,392,22.171945701357465
L-655240,0.0054970411921593,-0.0089604238976006,0.1056653,0.0,0.0,7,393,22.228506787330314
LCL-161,0.0054960829243352,-0.0215074391096338,-0.6406502,0.1116479400749063,0.0,7,394,22.28506787330317
cilostazol,0.0054374108319255,-0.0374047778246408,0.009053133,0.0,0.0,7,395,22.34162895927602
malotilate,0.0054194100809584,-0.007192051212254,-0.0068551577,-0.0792134831460674,0.0,7,396,22.39819004524887
podophyllotoxin,0.0053710850041475,-0.0039911962281777,0.123271495,-0.0612359550561797,0.0,7,397,22.45475113122172
cinaciguat,0.0053471102796996,-0.0176495280059106,0.08997447,0.0,0.0,7,398,22.511312217194572
neostigmine,0.0052571988363154,-0.010471901638627,0.052029856,0.0,0.0,7,399,22.56787330316742
sildenafil,0.0052543814061255,-0.0513188315810743,0.018008921,0.0,0.0,7,400,22.624434389140273
resatorvid,0.0051342280125701,-0.0106957382607574,0.032111418,0.0,0.0,7,401,22.68099547511312
mercaptopurine,0.0051026537112053,-0.0330539924380013,-0.02128206,0.0842696629213483,0.0,7,402,22.737556561085974
aspirin,0.0048157204689686,-0.0179402808704474,-0.48960495,0.0,0.0,7,403,22.794117647058822
mirodenafil,0.004771266795265,-0.0271922165813282,-0.029999496,0.0,0.0,7,404,22.850678733031675
tenidap,0.004734267563474,-0.0044061068644793,-0.05056574,-0.0612172284644194,0.0,7,405,22.907239819004523
amuvatinib,0.0045816867248407,-0.0183792665254693,0.14240493,0.0,0.0,24,406,22.963800904977376
SB-743921,0.0045668907311765,0.0020425738596407,0.06982508,-0.0751310861423221,0.0,7,407,23.020361990950224
bitopertin,0.0045013519878303,-0.0130217742000128,0.0077420305,0.0,0.0,7,408,23.076923076923077
colchicine,0.0044380832456462,0.0143077124932211,0.10538013,-0.0660299625468164,0.0,7,409,23.13348416289593
dihydroergocristine,0.0043872536693178,-0.0263508756868272,-0.024196137,0.0,0.0,7,410,23.190045248868778
TH-302,0.0042164910460357,0.0052792896161263,0.027008358,0.0563108614232209,0.0,7,411,23.24660633484163
WZ-4002,0.0041550957316045,0.0049679655066783,0.1812019,0.0,0.0,22,412,23.30316742081448
ursolic-acid,0.0040755016534779,0.0068865050294076,0.10641607,0.0,0.0,7,413,23.35972850678733
ixazomib-citrate,0.0040712876859207,-0.000553314449621,0.037552696,0.0763670411985018,0.0,7,414,23.41628959276018
vicriviroc,0.0040074760554113,-0.0006668327377763,0.0739106,-0.0611048689138576,0.0,7,415,23.47285067873303
TWS-119,0.0039821831492255,0.0089520020336144,-0.0700508,0.0,0.0,13,416,23.52941176470588
GSK-2110183,0.0039767629367067,-0.0139661065104824,0.09586564,0.0,0.0,8,417,23.585972850678733
secnidazole,0.0039321131437328,-0.0119708017306131,0.013242624,0.0,0.0,7,418,23.64253393665158
butorphanol-(+)-tartrate,0.0039204806195775,0.0179781465613112,-0.1265822,0.0870599250936329,0.0,7,419,23.699095022624434
dronedarone,0.00383072381149,0.0541532639436915,-0.021135936,0.0,0.0,7,420,23.755656108597282
IOWH-032,0.0037484600568837,-0.0567888285054262,0.016595948,-0.0770599250936329,0.0,7,421,23.812217194570135
adatanserin,0.0033095503140876,-0.0388824492926324,-0.04430197,0.0,0.0,7,422,23.868778280542987
donitriptan,0.0032568543553515,-0.0131182242196033,0.00854211,0.0,0.0,7,423,23.92533936651584
SU-11652,0.0030895875091014,0.0253686842663515,0.07059689,-0.1035393258426966,0.0,7,424,23.981900452488688
zafirlukast,0.003066286483838,-0.0120473473576758,-0.055141788,0.0,0.0,7,425,24.03846153846154
cinoxacin,0.0030290739779737,0.0002003250406833,-0.030024426,0.0818352059925093,0.0,7,426,24.09502262443439
cefotetan,0.0028014504351805,-0.0138803281437058,0.04475704,0.0811235955056179,0.0,7,427,24.15158371040724
pidotimod,0.002736294696799,-0.0039776609717661,-0.050669905,0.0863857677902621,0.0,7,428,24.20814479638009
GSK-2636771,0.0027233455216834,-0.0131257108118123,0.06544272,0.0739513108614232,0.0,7,429,24.264705882352942
AR-A014418,0.0027075001812932,0.0060949574344088,0.04491792,0.0,0.0,2,430,24.32126696832579
yohimbine,0.0026107830537069,-0.0357582427798529,-0.51737773,0.0652996254681648,0.0,7,431,24.377828054298643
balsalazide,0.0025044864956492,0.0238574653497506,-0.07026366,0.097752808988764,0.0,7,432,24.43438914027149
ponatinib,0.0024096341190724,-0.0127510174811428,0.13215809,0.0,0.0,19,433,24.490950226244344
ifosfamide,0.0023422141433236,-0.0044735643300717,0.14094663,0.0,0.0,7,434,24.547511312217193
altretamine,0.0023351343410573,-0.0262420870487564,-0.037342943,0.0,0.0,7,435,24.604072398190045
avanafil,0.0023278221318233,0.0007690589113463,-0.028115079,0.0,0.0,7,436,24.660633484162897
mozavaptan,0.0021965022169645,-0.012428662939203,-0.003969569,0.0,0.0,7,437,24.717194570135746
Y-26763,0.0021518435831672,-0.0402425071981148,0.10314692,0.0,0.0,7,438,24.773755656108598
bifemelane,0.0021291993674998,-0.013748772972011,-0.51562965,-0.0698501872659176,0.0,7,439,24.83031674208145
conivaptan,0.0020513196624048,0.0339457116455982,0.066480204,0.0,0.0,7,440,24.8868778280543
tacrolimus,0.0020253653575395,-0.0169244651621261,-0.14936332,0.080561797752809,0.0,9,441,24.943438914027148
