,trace_score,baseline_score,sig_reproducibility,n_cell_lines,genetic_support,pathway_concordance,n_targets
trientine,-0.0589032128630961,0.1049625468164794,0.0,7,0.0,0.0,
indiplon,-0.0405307042022552,0.1051123595505618,0.0,7,0.0,0.0,
fomepizole,-0.0482961905883177,0.1051498127340823,0.0,7,0.0,0.0,
amantadine,-0.0425346397729884,0.1052247191011235,0.0,7,0.0,0.0,
chelerythrine,-0.0326742204961123,0.1052434456928839,0.0,19,0.0,0.0,
preladenant,-0.0146168340902497,0.1054307116104868,0.0,7,0.0,0.0,
terbinafine,-0.0643663391759532,0.1054494382022472,0.0,7,0.0,0.0,
voriconazole,-0.0058117725146934,0.1055430711610486,0.0,7,0.0,0.0,
AZD-7687,-0.0021243331814649,0.1055805243445693,0.0,7,0.0,0.0,
KIN001-043,-0.0462398595151306,0.1056367041198501,0.0,15,0.0,0.0,
anastrozole,-0.0186854317714437,0.1056554307116104,0.0,7,0.0,0.0,
maribavir,-0.0252197718876949,0.1056554307116104,0.0,7,0.0,0.0,
niacin,-0.0454025947963726,0.1056554307116104,0.0,7,0.0,0.0,
mestranol,-0.0389814482717345,0.1058239700374532,0.0,7,0.0,0.0,
altrenogest,-0.0139173643730911,0.1059176029962546,0.0,7,0.0,0.0,
QL-XII-47,-0.0271921029030833,0.1059550561797752,0.0,15,0.0,0.0,
triamcinolone-acetonide,-0.0517883006855962,0.1059925093632958,0.0,7,0.0,0.0,
PF-04217903,-0.0398603672781117,0.1060299625468164,0.0,24,0.0,0.0,
thioctic-acid,-0.059146435745849,0.106067415730337,0.0,7,0.0,0.0,
caffeine,0.0359909207552588,0.1061797752808988,0.0,7,0.0,0.0,0.0
AZD-5363,-0.0201659021569946,0.1061985018726592,0.0,7,0.0,0.0,
GW-842166,-0.0630713300392605,0.1063483146067416,0.0,7,0.0,0.0,
clofibrate,-0.0258471929104505,0.1065168539325842,0.0,7,0.0,0.0,
indoximod,-0.0105288421059441,0.1065917602996254,0.0,7,0.0,0.0,
methiopril,-0.0090518634897902,0.106629213483146,0.0,7,0.0,0.0,
urapidil,-0.0711444338532514,0.1066666666666666,0.0,7,0.0,0.0,
ibutamoren,-0.0653537319031935,0.1067790262172284,0.0,7,0.0,0.0,
rolipram,-0.0147131621427119,0.107378277153558,0.0,9,0.0,0.0,
ipriflavone,-0.0360813080755551,0.1073970037453183,0.0,7,0.0,0.0,
tacrine,-0.0184755738809308,0.1073970037453183,0.0,7,0.0,0.0,
fostamatinib,-0.0815106268568894,0.1073970037453183,0.0,17,0.0,0.0,
REV-5901,-0.0874970872042778,0.1073970037453183,0.0,7,0.0,0.0,
moclobemide,-0.0257919430735219,0.1074344569288389,0.0,7,0.0,0.0,
pyrazinamide,-0.0264154945908597,0.1076029962546816,0.0,7,0.0,0.0,
tiludronate,-0.0585969194776812,0.1076591760299625,0.0,7,0.0,0.0,
dehydroepiandrosterone,-0.0619707663794638,0.1076966292134831,0.0,7,0.0,0.0,
atomoxetine,-0.0678250356832734,0.1078838951310861,0.0,7,0.0,0.0,
canagliflozin,-0.0687597995077576,0.1079213483146067,0.0,7,0.0,0.0,
danazol,-0.0618663443772771,0.1079213483146067,0.0,7,0.0,0.0,
VX-745,-0.0500473003927866,0.107940074906367,0.0,19,0.0,0.0,
VTP-27999,-0.0153338213057089,0.1080149812734082,0.0,7,0.0,0.0,
ICI-192605,-0.0639694231147348,0.1083707865168539,0.0,7,0.0,0.0,
APD-668,-0.013158848647894,0.1084456928838951,0.0,7,0.0,0.0,
resveratrol,-0.0764301153659705,0.1084456928838951,0.0,21,0.0,0.0,
palonosetron,-0.0551051134217435,0.108632958801498,0.0,7,0.0,0.0,
fidarestat,-0.0402032908952365,0.1086329588014981,0.0,7,0.0,0.0,
oglemilast,-0.0313959728242124,0.1087265917602996,0.0,7,0.0,0.0,
GSK-3-inhibitor-II,-0.0754487909969033,0.1087640449438202,0.0,22,0.0,0.0,
propylthiouracil,-0.0277636964591243,0.1088576779026217,0.0,7,0.0,0.0,
merimepodib,-0.0599624737233949,0.1089513108614232,0.0,7,0.0,0.0,
amrinone,-0.0246410735376128,0.1092883895131086,0.0,7,0.0,0.0,
amonafide,-0.058075966112973,0.1093258426966291,0.0,7,0.0,0.0,
irsogladine,-0.0290289050165621,0.1094194756554307,0.0,7,0.0,0.0,
rutin,-0.0548186974538874,0.1095131086142321,0.0,7,0.0,0.0,
PF-562271,-0.0350114293300098,0.1095692883895131,0.0,17,0.0,0.0,
nelarabine,-0.0400447538253271,0.1096067415730337,0.0,7,0.0,0.0,
imexon,-0.0408870902336231,0.1096441947565543,0.0,7,0.0,0.0,
rimantadine,-0.0564022678490047,0.1099999999999999,0.0,7,0.0,0.0,
trimethobenzamide,-0.0277013245115466,0.1100561797752809,0.0,7,0.0,0.0,
linagliptin,-0.056796754694672,0.1100936329588015,0.0,7,0.0,0.0,
dantrolene,-0.0565791952580921,0.1103183520599251,0.0,7,0.0,0.0,
methocarbamol,-0.0208061918405235,0.1103558052434456,0.0,7,0.0,0.0,
chloroxine,-0.0392849156249291,0.1104307116104869,0.0,7,0.0,0.0,
diosmin,-0.0443739094627191,0.1108988764044944,0.0,7,0.0,0.0,
azelastine,-0.0528936821985635,0.1109925093632959,0.0,7,0.0,0.0,
sorafenib,-0.0766067231764434,0.1113108614232209,0.0,17,0.0,0.0,
ribavirin,-0.0438177682693213,0.1114232209737827,0.0,7,0.0,0.0,
glasdegib,-0.0773618186737497,0.1115355805243445,0.0,7,0.0,0.0,
cianidanol,-0.0287500456149393,0.1115730337078651,0.0,7,0.0,0.0,
Z160,-0.0716077116715236,0.1115917602996254,0.0,7,0.0,0.0,
LCL-161,0.0054960829243352,0.1116479400749063,0.0,7,0.0,0.0,
avasimibe,-0.0485462123106772,0.1116479400749063,0.0,7,0.0,0.0,
diethylcarbamazine,-0.0500156122848227,0.1117790262172284,0.0,7,0.0,0.0,
felodipine,-0.0304685518652767,0.1117790262172284,0.0,7,0.0,0.0,
pramipexole,-0.0111097581266228,0.1117790262172284,0.0,7,0.0,0.0,
benzylpenicillin,-0.0289328255087341,0.1118913857677902,0.0,7,0.0,0.0,
ecabet,-0.0311692793111596,0.1119288389513108,0.0,7,0.0,0.0,
alprostadil,-0.0577103306398399,0.1120786516853932,0.0,7,0.0,0.0,
AZ-20,-0.0642158826101258,0.1121348314606741,0.0,19,0.0,0.0,
GSK-J1,-0.0809582862653186,0.1121722846441947,0.0,19,0.0,0.0,
miglitol,-0.0061268313028204,0.1123033707865168,0.0,7,0.0,0.0,
aminoglutethimide,-0.0624343027277144,0.1124531835205993,0.0,7,0.0,0.0,
tranylcypromine,-0.0716382016395235,0.1124906367041198,0.0,19,0.0,0.0,
vidarabine,-0.0624522479685885,0.1124906367041198,0.0,7,0.0,0.0,
acifran,-0.0464604578713145,0.1125093632958801,0.0,7,0.0,0.0,
trovafloxacin,-0.0398239336476632,0.1127902621722846,0.0,7,0.0,0.0,
tadalafil,-0.0621010686766304,0.1128277153558052,0.0,7,0.0,0.0,
imiloxan,-0.0629415429461463,0.1129213483146067,0.0,7,0.0,0.0,
barasertib,-0.0658941100891695,0.1129588014981273,0.0,7,0.0,0.0,
SAR-245409,-0.0777516612822752,0.1130149812734082,0.0,22,0.0,0.0,
sulforaphane,-0.0451191345856889,0.1130149812734082,0.0,7,0.0,0.0,
doramapimod,-0.0981119824137445,0.1131647940074906,0.0,24,0.0,0.0,
iniparib,-0.0480478453231921,0.1131835205992509,0.0,21,0.0,0.0,
orphenadrine,-0.0245180948302961,0.1133333333333333,0.0,7,0.0,0.0,
ozagrel,-0.0450820386364966,0.1133895131086142,0.0,7,0.0,0.0,
epinastine,-0.0083865181633067,0.1134831460674157,0.0,7,0.0,0.0,
dalfampridine,-0.023944770230003,0.113501872659176,0.0,7,0.0,0.0,
erythromycin-ethylsuccinate,-0.0767933435266582,0.1135393258426966,0.0,7,0.0,0.0,
latanoprost,-0.0613980170399087,0.1136516853932584,0.0,7,0.0,0.0,
Gossypetin,-0.0453844738354781,0.113689138576779,0.0,5,0.0,0.0,
piclamilast,-0.0543227221788058,0.1137078651685393,0.0,7,0.0,0.0,
chenodiol,-0.0494428055250911,0.1137078651685393,0.0,7,0.0,0.0,
ursodeoxycholyltaurine,-0.0350122296545527,0.1137078651685393,0.0,7,0.0,0.0,
ZD-7114,-0.0716974329304479,0.1137078651685393,0.0,7,0.0,0.0,
altanserin,-0.0392599611738246,0.1137265917602995,0.0,7,0.0,0.0,
oxybenzone,-0.0384978810716413,0.1138389513108614,0.0,7,0.0,0.0,
resorcinol,-0.0564456021547329,0.1143258426966292,0.0,7,0.0,0.0,
QL-XI-92,-0.0481810606411429,0.1143258426966292,0.0,19,0.0,0.0,
BX-912,-0.0653254822241824,0.1143445692883895,0.0,13,0.0,0.0,
pevonedistat,-0.0305041753660856,0.1145692883895131,0.0,7,0.0,0.0,
empagliflozin,-0.0189913659334051,0.1146629213483146,0.0,7,0.0,0.0,
levobunolol,-0.022772177751621,0.1147003745318352,0.0,7,0.0,0.0,
tetradecylthioacetic-acid,-0.0145163963016881,0.1147565543071161,0.0,7,0.0,0.0,
clinafloxacin,-0.0695295705871667,0.1147565543071161,0.0,7,0.0,0.0,
AZD-1480,-0.0580301881025324,0.1149999999999999,0.0,21,0.0,0.0,
eptifibatide,-0.0169617867517513,0.1150187265917602,0.0,7,0.0,0.0,
meclizine,-0.0652162059898939,0.1152808988764045,0.0,7,0.0,0.0,
agomelatine,-0.0587150100781419,0.1153183520599251,0.0,7,0.0,0.0,
TAK-875,-0.0736481927508838,0.1154494382022471,0.0,7,0.0,0.0,
tirasemtiv,-0.0619437679456819,0.1154681647940074,0.0,7,0.0,0.0,
itopride,-0.0232147745361901,0.1155992509363295,0.0,7,0.0,0.0,
hydroflumethiazide,-0.0755597997020519,0.1159550561797752,0.0,7,0.0,0.0,
cholic-acid,-0.0620023470835908,0.1159737827715355,0.0,7,0.0,0.0,
odanacatib,-0.0943202458879937,0.1159925093632958,0.0,7,0.0,0.0,
moxisylyte,-0.0425117933755683,0.1160299625468165,0.0,7,0.0,0.0,
apafant,-0.0342260288774727,0.1161235955056179,0.0,7,0.0,0.0,
tiagabine,-0.058237100932458,0.1161797752808988,0.0,7,0.0,0.0,
UNC-669,-0.0499841712958856,0.1164044943820224,0.0,19,0.0,0.0,
resiquimod,-0.0309684960255139,0.1166853932584269,0.0,7,0.0,0.0,
sarcosine,-0.0394097753768707,0.1172284644194756,0.0,7,0.0,0.0,
S-18986,0.0001560183224032,0.117378277153558,0.0,7,0.0,0.0,
primidone,-0.0828629529708858,0.1174906367041198,0.0,7,0.0,0.0,
hymecromone,0.0159072438904904,0.1176217228464419,0.0,7,0.0,0.0,
LDN-193189,-0.0410720688484993,0.1176404494382022,0.0,13,0.0,0.0,
enzalutamide,-0.03852822577253,0.1178089887640449,0.0,7,0.0,0.0,
valproic-acid,-0.0031092622700619,0.1178464419475655,0.0,7,0.0,0.0,
phenazone,-0.0561655222777814,0.1178651685393258,0.0,7,0.0,0.0,
risperidone,-0.05679615564654,0.1179400749063669,0.0,7,0.0,0.0,
exalamide,-0.0390101474930148,0.1182584269662921,0.0,7,0.0,0.0,
CTB,-0.0726439160978158,0.1183333333333333,0.0,19,0.0,0.0,
quinidine,-0.1043496775561608,0.1183333333333333,0.0,7,0.0,0.0,
arbutin,0.0080690369961067,0.1184456928838951,0.0,7,0.0,0.0,
KIN001-244,-0.0541977872445472,0.1184644194756554,0.0,22,0.0,0.0,
digoxin,-0.052681176551589,0.1184831460674157,0.0,7,0.0,0.0,
raclopride,-0.0520369513632539,0.1186704119850187,0.0,7,0.0,0.0,
loxoprofen,-0.0499240104995107,0.1187827715355805,0.0,7,0.0,0.0,
telmisartan,-0.0340017061184837,0.1189700374531835,0.0,7,0.0,0.0,
enzastaurin,-0.0528562543035174,0.1191011235955056,0.0,15,0.0,0.0,
acebutolol,-0.0396088576470457,0.1191198501872659,0.0,7,0.0,0.0,
cefozopran,-0.0966954075930961,0.1191198501872659,0.0,7,0.0,0.0,
irinotecan,-0.0522493948003347,0.1191760299625467,0.0,7,0.0,0.0,
voglibose,-0.0570411658057972,0.1192134831460674,0.0,7,0.0,0.0,
exemestane,-0.0395968166282536,0.119438202247191,0.0,7,0.0,0.0,
dapsone,-0.0124617130612366,0.1197940074906367,0.0,7,0.0,0.0,
RGFP-966,-0.0830281769263093,0.1198127340823969,0.0,5,0.0,0.0,
LY-2090314,-0.0331620392899678,0.1198689138576779,0.0,7,0.0,0.0,
Y-39983,-0.030004883664455,0.1198876404494382,0.0,17,0.0,0.0,
thalidomide,-0.045770283097536,0.1200187265917603,0.0,7,0.0,0.0,
indapamide,-0.0482204581062016,0.1200374531835206,0.0,7,0.0,0.0,
quiflapon,-0.0390971769795461,0.1201872659176029,0.0,7,0.0,0.0,
JNJ-38877605,-0.0444818662171039,0.1202996254681648,0.0,21,0.0,0.0,
CP-466722,-0.09862159696086,0.1204119850187266,0.0,13,0.0,0.0,
dacarbazine,-0.0939817888752749,0.1205430711610487,0.0,7,0.0,0.0,
sotalol,-0.0490077588204493,0.1207303370786516,0.0,7,0.0,0.0,
celastrol,-0.0640171380109702,0.1207677902621723,0.0,15,0.0,0.0,
bicalutamide,-0.0695860096750946,0.1209550561797753,0.0,7,0.0,0.0,
OTS-167,-0.0661094461994047,0.121067415730337,0.0,24,0.0,0.0,
nilotinib,-0.0638685846758173,0.1210861423220973,0.0,16,0.0,0.0,
RG-108,-0.0534440557936502,0.1211985018726591,0.0,19,0.0,0.0,
oxypurinol,-0.0414865084964298,0.12125468164794,0.0,7,0.0,0.0,
ABT-202,-0.0442505477477906,0.1214981273408239,0.0,7,0.0,0.0,
diazepam,-0.0344471382180359,0.1215168539325843,0.0,7,0.0,0.0,
roxithromycin,-0.0663780407454007,0.1217041198501872,0.0,7,0.0,0.0,
estrone,-0.0472768380578126,0.1219288389513108,0.0,7,0.0,0.0,
trapidil,-0.0800618931205715,0.1219475655430711,0.0,7,0.0,0.0,
enprofylline,-0.035535339326805,0.1219662921348314,0.0,7,0.0,0.0,
azelaic-acid,-0.0600684445677335,0.122565543071161,0.0,7,0.0,0.0,
regorafenib,-0.0584517889256645,0.1226404494382021,0.0,21,0.0,0.0,
Y-27632,-0.0484315341706826,0.1226404494382022,0.0,21,0.0,0.0,
rocuronium,-0.0453620234997676,0.122940074906367,0.0,7,0.0,0.0,
mecamylamine,-0.1090610228824706,0.1230337078651685,0.0,7,0.0,0.0,
almitrine,-0.0917286011204479,0.1230711610486891,0.0,7,0.0,0.0,
ALX-5407,-0.0631218175828909,0.1231835205992509,0.0,7,0.0,0.0,
cevimeline,-0.0561519790636747,0.1231835205992509,0.0,7,0.0,0.0,
1271738-62-5,-0.0482857841262402,0.1232584269662921,0.0,5,0.0,0.0,
HG-9-91-01,-0.0435492538181237,0.1232771535580524,0.0,22,0.0,0.0,
pimobendan,-0.0867080050619521,0.1234456928838951,0.0,7,0.0,0.0,
tirofiban,-0.047234601083058,0.1237265917602996,0.0,7,0.0,0.0,
gemcitabine,-0.0834754776390865,0.1238014981273407,0.0,7,0.0,0.0,
flavoxate,-0.0071461916758729,0.1238014981273408,0.0,7,0.0,0.0,
trimipramine,-0.0595052650521598,0.1238951310861423,0.0,7,0.0,0.0,
JNK-9L,-0.0780664517935886,0.1240449438202246,0.0,15,0.0,0.0,
tibolone,-0.0513480230627538,0.1240636704119849,0.0,7,0.0,0.0,
palovarotene,-0.032868718762024,0.1243632958801498,0.0,7,0.0,0.0,
mianserin,-0.0403188265025279,0.1245505617977528,0.0,7,0.0,0.0,
noscapine,-0.0686808911663257,0.1249250936329588,0.0,7,0.0,0.0,
moracizine,-0.0445291292325511,0.1254307116104869,0.0,7,0.0,0.0,
citalopram,-0.0785043626478895,0.1254307116104869,0.0,7,0.0,0.0,
protirelin,-0.0540956873072885,0.1255805243445693,0.0,7,0.0,0.0,
5-aminolevulinic-acid,-0.0392378673881565,0.1255992509363296,0.0,7,0.0,0.0,
anacardic-acid,-0.0741711336250263,0.1258239700374532,0.0,19,0.0,0.0,
cytisine,-0.0695741163268545,0.1258239700374532,0.0,7,0.0,0.0,
CYT387,-0.0762564238961541,0.1259925093632958,0.0,16,0.0,0.0,
teroxirone,-0.0294641018380437,0.1265543071161048,0.0,7,0.0,0.0,
SGX523,-0.0439311566914819,0.1267228464419475,0.0,21,0.0,0.0,
ABT-737,-0.0988100730592887,0.1267602996254682,0.0,21,0.0,0.0,
entecavir,-0.0457245895610165,0.1269101123595505,0.0,7,0.0,0.0,
BTS-54505,-0.0757654671360946,0.1274719101123595,0.0,7,0.0,0.0,
minoxidil,-0.0473570946259988,0.1274719101123595,0.0,7,0.0,0.0,
targinine,-0.0494655481693005,0.127565543071161,0.0,7,0.0,0.0,
glimepiride,-0.0457479394281261,0.1277715355805243,0.0,7,0.0,0.0,
ginkgolide-b,-0.048579842658973,0.1279213483146067,0.0,7,0.0,0.0,
trimetazidine,-0.0266367748661359,0.1279213483146067,0.0,7,0.0,0.0,
diminazene-aceturate,-0.0376468221089567,0.1279213483146067,0.0,7,0.0,0.0,
Y-27152,-0.0245897637166186,0.127940074906367,0.0,7,0.0,0.0,
masitinib,-0.0765335724276308,0.1280711610486891,0.0,24,0.0,0.0,
naftifine,-0.0594113137682506,0.12812734082397,0.0,7,0.0,0.0,
BIX-02189,-0.0332088990216393,0.1282771535580524,0.0,22,0.0,0.0,
lerisetron,-0.0457167428378664,0.1282958801498127,0.0,7,0.0,0.0,
zaldaride,-0.0363592168917542,0.1283707865168539,0.0,7,0.0,0.0,
SAR-245408,-0.1213595789103468,0.1285205992509363,0.0,13,0.0,0.0,
colforsin-daproate,-0.0603713717867041,0.1288389513108614,0.0,7,0.0,0.0,
dolasetron,-0.0637148264101455,0.1291760299625468,0.0,7,0.0,0.0,
mepazine,-0.0729267807572841,0.129250936329588,0.0,7,0.0,0.0,
ganaxolone,-0.034238578785878,0.129250936329588,0.0,7,0.0,0.0,
taltirelin,-0.0463643822177986,0.12938202247191,0.0,7,0.0,0.0,
tramiprosate,-0.0642872561562166,0.1295692883895131,0.0,7,0.0,0.0,
triclabendazole,-0.0593195576284319,0.1297003745318351,0.0,7,0.0,0.0,
bropirimine,-0.0369057531074032,0.1298501872659176,0.0,7,0.0,0.0,
atrasentan,-0.0659590732015451,0.13,0.0,7,0.0,0.0,
naproxen,-0.0326718267922241,0.1300187265917602,0.0,7,0.0,0.0,
selamectin,-0.0524747360356238,0.1304494382022472,0.0,7,0.0,0.0,
triclosan,-0.0798549756802609,0.1307303370786516,0.0,7,0.0,0.0,
aurora-a-inhibitor-i,-0.0448315240068666,0.1307865168539325,0.0,19,0.0,0.0,
levcromakalim,-0.0624495773035318,0.1308052434456929,0.0,7,0.0,0.0,
doxycycline,-0.0807704010810032,0.1311048689138576,0.0,7,0.0,0.0,
vanoxerine,-0.0300655063662889,0.1314419475655431,0.0,7,0.0,0.0,
brivanib,-0.0825928576517562,0.1316479400749063,0.0,15,0.0,0.0,
tasisulam,-0.009601604391721,0.1317415730337078,0.0,7,0.0,0.0,
JW55,-0.0344573643337942,0.1318913857677902,0.0,19,0.0,0.0,
AICA-ribonucleotide,-0.0534287284608821,0.1323970037453183,0.0,7,0.0,0.0,
bambuterol,-0.0642142198948937,0.1325093632958801,0.0,7,0.0,0.0,
nitrendipine,-0.0679302301918279,0.132565543071161,0.0,7,0.0,0.0,
TTNPB,-0.0396497505078312,0.1330524344569288,0.0,7,0.0,0.0,
daminozide,-0.0414306683645739,0.1332022471910112,0.0,19,0.0,0.0,
tiapride,-0.0513727701380564,0.1332584269662921,0.0,7,0.0,0.0,
A-769662,-0.0599364403663718,0.1332771535580524,0.0,19,0.0,0.0,
oxfendazole,-0.0286823496197944,0.1335393258426966,0.0,7,0.0,0.0,
dihydroergotamine,-0.0635493950541463,0.133689138576779,0.0,7,0.0,0.0,
erythromycin,-0.0295087585115752,0.1337265917602996,0.0,7,0.0,0.0,
miltefosine,-0.047129543878038,0.134063670411985,0.0,7,0.0,0.0,
levocetirizine,-0.0564939460041037,0.1341573033707865,0.0,7,0.0,0.0,
dapagliflozin,-0.0069736688277816,0.1342696629213483,0.0,7,0.0,0.0,
letrozole,-0.0354811286198487,0.1345880149812734,0.0,7,0.0,0.0,
AS-601245,-0.0140237511161283,0.134625468164794,0.0,13,0.0,0.0,
pyrazolanthrone,-0.1038912699621897,0.1347565543071161,0.0,19,0.0,0.0,
pentoxifylline,-0.0673073598651078,0.1349250936329587,0.0,7,0.0,0.0,
phorbol-myristate-acetate,-0.0585012618520509,0.135,0.0,7,0.0,0.0,
enalapril,-0.0911341133405199,0.1354494382022471,0.0,7,0.0,0.0,
senicapoc,-0.0724591127001117,0.1357677902621722,0.0,7,0.0,0.0,
tivozanib,-0.1170403845103205,0.1362172284644194,0.0,24,0.0,0.0,
GW-5074,-0.0752020770085605,0.1362734082397004,0.0,19,0.0,0.0,
epigallocatechin-gallate-(-),-0.0697355057740769,0.136629213483146,0.0,19,0.0,0.0,
ciglitazone,-0.0147958025170221,0.1368352059925094,0.0,7,0.0,0.0,
tedizolid,-0.0866915035064552,0.1370599250936329,0.0,7,0.0,0.0,
IOX2,-0.0580853165765402,0.1373970037453183,0.0,19,0.0,0.0,
adapalene,-0.0732961354374952,0.1373970037453183,0.0,7,0.0,0.0,
ingenol-mebutate,-0.0730132992380567,0.1381460674157303,0.0,7,0.0,0.0,
tomelukast,-0.0870381884755298,0.138689138576779,0.0,7,0.0,0.0,
dazoxiben,-0.06612564887422,0.1387265917602996,0.0,7,0.0,0.0,
PIK-93,-0.1010537848376384,0.1388014981273408,0.0,13,0.0,0.0,
pirenoxine,-0.0793378711306205,0.1391760299625468,0.0,7,0.0,0.0,
AT-7519,-0.0742804724880283,0.1391947565543071,0.0,17,0.0,0.0,
linopirdine,-0.0760040333478737,0.1394756554307116,0.0,7,0.0,0.0,
clarithromycin,-0.0689974680855366,0.1395131086142322,0.0,7,0.0,0.0,
nicotine,-0.0118048715884924,0.1400561797752809,0.0,7,0.0,0.0,
GNF-2,-0.0900756879893986,0.140374531835206,0.0,19,0.0,0.0,
KIN001-269,-0.0507844552833947,0.1418913857677903,0.0,19,0.0,0.0,
diclofenac,-0.0686615134080987,0.1419850187265917,0.0,7,0.0,0.0,
EX-527,-0.0261327969252913,0.1422471910112359,0.0,21,0.0,0.0,
KIN001-242,-0.0631569544859097,0.142378277153558,0.0,19,0.0,0.0,
diethylstilbestrol,-0.1078335149268128,0.1430337078651685,0.0,7,0.0,0.0,
luteolin,-0.0211713840609404,0.1433520599250936,0.0,7,0.0,0.0,
THZ-2-98-01,-0.082455619494211,0.1442322097378277,0.0,15,0.0,0.0,
baicalin,-0.0639263374298571,0.1444194756554307,0.0,7,0.0,0.0,
topiroxostat,-0.0661123225664267,0.1445692883895131,0.0,7,0.0,0.0,
AZD-5438,-0.0868933872973114,0.1451310861423221,0.0,17,0.0,0.0,
ischemin,-0.0638098559356318,0.1452808988764045,0.0,19,0.0,0.0,
PLX-4720,-0.1238800753851718,0.1458988764044943,0.0,13,0.0,0.0,
fasudil,-0.0827917103371308,0.1463483146067415,0.0,7,0.0,0.0,
rasagiline,-0.0471569618643756,0.1463483146067415,0.0,7,0.0,0.0,
LY-2801653,-0.0853404059300804,0.1467415730337078,0.0,7,0.0,0.0,
sacubitril,-0.0185021775433518,0.1481086142322097,0.0,7,0.0,0.0,
fiacitabine,-0.0455001260025061,0.1482771535580524,0.0,7,0.0,0.0,
ibudilast,-0.0963598144955009,0.1485205992509363,0.0,7,0.0,0.0,
SB-705498,-0.0817908218664507,0.1494569288389513,0.0,7,0.0,0.0,
alpelisib,-0.0785351511886657,0.1507303370786516,0.0,14,0.0,0.0,
MC1568,-0.0889617815603118,0.150749063670412,0.0,19,0.0,0.0,
linifanib,-0.1118888226330732,0.1510861423220973,0.0,17,0.0,0.0,
roscovitine,-0.1056336629148391,0.1515355805243445,0.0,16,0.0,0.0,
fentiazac,-0.0575264998321101,0.1517977528089887,0.0,7,0.0,0.0,
piroxicam,-0.0524815882417125,0.1519662921348314,0.0,7,0.0,0.0,
DU-728,-0.0905278284649808,0.152378277153558,0.0,7,0.0,0.0,
UNC-1215,-0.0974015128242419,0.1530149812734082,0.0,19,0.0,0.0,
diacerein,-0.0391178205288111,0.1530337078651685,0.0,7,0.0,0.0,
cromoglicic-acid,-0.070321303993485,0.1551123595505618,0.0,7,0.0,0.0,
ondansetron,-0.057340622964491,0.1570786516853932,0.0,7,0.0,0.0,
guanaben-acetate,-0.1158367272584489,0.1595131086142321,0.0,7,0.0,0.0,
2-iminobiotin,-0.0738556888900229,0.1616104868913858,0.0,7,0.0,0.0,
vemurafenib,-0.1233625878332859,0.1635205992509363,0.0,16,0.0,0.0,
propentofylline,-0.084597332730398,0.1637640449438202,0.0,7,0.0,0.0,
CX-4945,-0.02771969094576,0.1652996254681647,0.0,7,0.0,0.0,
vismodegib,-0.0894443338694543,0.1655243445692883,0.0,7,0.0,0.0,
carisoprodol,-0.0448267110541365,0.1680711610486891,0.0,7,0.0,0.0,
rucaparib,-0.1155921883320152,0.1682022471910113,0.0,19,0.0,0.0,
clenbuterol,-0.1184026947005066,0.1684082397003745,0.0,7,0.0,0.0,
CHIR-99021,-0.0609784701339684,0.1689138576779026,0.0,16,0.0,0.0,
isosorbide-mononitrate,-0.1290724668028734,0.1703183520599251,0.0,7,0.0,0.0,
lamotrigine,-0.035433488293389,0.1709176029962547,0.0,7,0.0,0.0,
OSI-930,-0.0904984221749167,0.1711797752808988,0.0,22,0.0,0.0,
ritodrine,-0.0628688337084596,0.1724719101123595,0.0,7,0.0,0.0,
reparixin,-0.0867861411771939,0.1768539325842696,0.0,7,0.0,0.0,
PHA-767491,-0.1827123198148023,0.2184456928838951,0.0,22,0.0,0.0,
