pert_iname,n_signatures,n_cell_lines,cell_lines
cpi-169,14,5,A375|A549|MCF7|NPC.TAK|PC3
crizotinib,155,15,A375|A549|BT20|HA1E|HCC515|HELA|HEPG2|HS578T|HT29|MCF10A|MCF7|MDAMB231|PC3|SKBR3|YAPC
cromoglicic-acid,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
curcumin,57,9,A375|A549|HA1E|HELA|HT29|MCF7|NPC.TAK|PC3|YAPC
cutamesine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
cyanocobalamin,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
cyclizine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
cyclobenzaprine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
cyclosporin-a,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
cyproheptadine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
cyproterone-acetate,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
cytarabine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
cytisine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
cytochalasin-b,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
dabigatran-etexilate,40,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
dabrafenib,156,21,A375|A549|ASC|ASC.C|CD34|HA1E|HCC515|HELA|HEPG2|HME1|HT29|HUVEC|MCF7|NEU|NPC|NPC.CAS9|NPC.TAK|PC3|SKL|SKL.C|YAPC
dacarbazine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
dacinostat,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
dacomitinib,171,24,A375|A549|ASC|ASC.C|CD34|HA1E|HCC515|HELA|HEPG2|HME1|HT29|HUES3|HUVEC|JURKAT|MCF7|MNEU.E|NEU|NPC|NPC.CAS9|NPC.TAK|PC3|SKL|SKL.C|YAPC
dalfampridine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
daminozide,114,19,A375|A549|ASC|ASC.C|CD34|HA1E|HCC515|HEPG2|HME1|HT29|HUVEC|MCF7|NEU|NPC|NPC.CAS9|NPC.TAK|PC3|SKL|SKL.C
danazol,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
danegaptide,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
dantrolene,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
danusertib,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
dapagliflozin,41,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
dapivirine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
dapsone,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
darapladib,40,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
darifenacin,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
darunavir,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
dasabuvir,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
dasatinib,654,30,A375|A549|ASC|ASC.C|BT20|CD34|HA1E|HCC515|HELA|HEPG2|HME1|HS578T|HT29|HUES3|HUVEC|JURKAT|LNCAP|MCF10A|MCF7|MDAMB231|MNEU.E|NEU|NPC|NPC.CAS9|NPC.TAK|PC3|SKBR3|SKL|SKL.C|YAPC
daunorubicin,41,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
dazmegrel,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
dazoxiben,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
decitabine,171,21,A375|A549|ASC|ASC.C|CD34|HA1E|HCC515|HELA|HEPG2|HME1|HT29|HUVEC|MCF7|NEU|NPC|NPC.CAS9|NPC.TAK|PC3|SKL|SKL.C|YAPC
defactinib,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
deferasirox,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
deferiprone,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
deforolimus,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
dehydroepiandrosterone,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
delanzomib,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
delivert,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
deoxycholic-acid,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
dequalinium,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
desmopressin-acetate,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
desoxypeganine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
desvenlafaxine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
dexamethasone,57,9,A375|A549|HA1E|HELA|HT29|MCF7|NPC.TAK|PC3|YAPC
dexamethasone-acetate,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
dexfenfluramine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
dexloxiglumide,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
dexniguldipine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
dextromethorphan,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
diacerein,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
diazepam,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
diazoxide,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
diclofenac,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
diclofensine,41,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
dicloxacillin,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
dicoumarol,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
dideoxyadenosine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
dienogest,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
diethylcarbamazine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
diethylstilbestrol,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
diflunisal,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
digoxin,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
dihydroergocristine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
dihydroergotamine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
dilazep,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
diltiazem,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
dimesna,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
dimethyl-fumarate,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
diminazene-aceturate,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
dinaciclib,141,23,A375|A549|ASC|ASC.C|CD34|HA1E|HCC515|HELA|HEPG2|HME1|HT29|HUVEC|JURKAT|MCF7|MNEU.E|NEU|NPC|NPC.CAS9|NPC.TAK|PC3|SKL|SKL.C|YAPC
dinoprost,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
diosmin,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
diphenidol,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
diphenylpyraline,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
dipraglurant,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
dipyridamole,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
disopyramide,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
disulfiram,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
docetaxel,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
dofequidar,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
dolasetron,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
dolastatin-10,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
dolutegravir,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
donepezil,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
donitriptan,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
dopamine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
doramapimod,174,24,A375|A549|ASC|ASC.C|CD34|HA1E|HCC515|HELA|HEPG2|HME1|HT29|HUES3|HUVEC|JURKAT|MCF7|MNEU.E|NEU|NPC|NPC.CAS9|NPC.TAK|PC3|SKL|SKL.C|YAPC
dorzolamide,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
dosulepin,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
dovitinib,114,13,A375|A549|BT20|HA1E|HCC515|HEPG2|HS578T|HT29|MCF10A|MCF7|MDAMB231|PC3|SKBR3
doxapram,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
doxazosin,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
doxepin,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
doxifluridine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
doxofylline,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
doxorubicin,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
doxycycline,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
dronedarone,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
droperidol,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
drospirenone,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
duloxetine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
dutasteride,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
ebselen,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
ecabet,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
econazole,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
edoxaban,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
edoxudine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
efaproxiral,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
efatutazone,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
efavirenz,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
eflornithine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
elacridar,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
elesclomol,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
ellagic-acid,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
elvitegravir,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
emedastine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
empagliflozin,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
emtricitabine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
enalapril,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
enoxacin,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
enoxolone,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
enprofylline,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
entecavir,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
entinostat,171,21,A375|A549|ASC|ASC.C|CD34|HA1E|HCC515|HELA|HEPG2|HME1|HT29|HUVEC|MCF7|NEU|NPC|NPC.CAS9|NPC.TAK|PC3|SKL|SKL.C|YAPC
enzalutamide,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
enzastaurin,156,15,A375|A549|BT20|HA1E|HCC515|HELA|HEPG2|HS578T|HT29|MCF10A|MCF7|MDAMB231|PC3|SKBR3|YAPC
eperezolid,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
epigallocatechin-gallate-(-),114,19,A375|A549|ASC|ASC.C|CD34|HA1E|HCC515|HEPG2|HME1|HT29|HUVEC|MCF7|NEU|NPC|NPC.CAS9|NPC.TAK|PC3|SKL|SKL.C
epinastine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
epinephrine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
epirizole,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
epirubicin,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
epitiostanol,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
eplerenone,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
epothilone-b,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
eptifibatide,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
epz-5676,15,5,A375|A549|MCF7|NPC.TAK|PC3
epz004777,15,5,A375|A549|MCF7|NPC.TAK|PC3
equol,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
ercalcitriol,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
erlotinib,156,15,A375|A549|BT20|HA1E|HCC515|HELA|HEPG2|HS578T|HT29|MCF10A|MCF7|MDAMB231|PC3|SKBR3|YAPC
erteberel,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
erythromycin,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
erythromycin-ethylsuccinate,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
escitalopram,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
esculin,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
esmolol,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
estradiol,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
estramustine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
estramustine-phosphate,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
estriol,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
estrone,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
etacrynic-acid,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
etanidazole,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
etazolate,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
ethinyl-estradiol,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
ethylenediaminetetraacetic-acid,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
etizolam,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
etodolac,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
etofenamate,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
etofylline-clofibrate,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
etomidate,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
etomoxir,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
etoposide,57,9,A375|A549|HA1E|HELA|HT29|MCF7|NPC.TAK|PC3|YAPC
etoricoxib,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
etravirine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
eugenol,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
everolimus,180,24,A375|A549|ASC|ASC.C|CD34|HA1E|HCC515|HELA|HEPG2|HME1|HT29|HUES3|HUVEC|JURKAT|MCF7|MNEU.E|NEU|NPC|NPC.CAS9|NPC.TAK|PC3|SKL|SKL.C|YAPC
exalamide,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
exemestane,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
exherin,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
exifone,15,5,A375|A549|MCF7|NPC.TAK|PC3
fadrozole,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
famciclovir,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
famotidine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
faropenem,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
fasudil,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
favipiravir,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
fdcyd,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
febuxostat,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
felbamate,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
felbinac,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
felodipine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
fenobam,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
fenoldopam,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
fenoterol,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
fentiazac,41,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
fenticonazole,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
fexofenadine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
fiacitabine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
fidarestat,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
fidaxomicin,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
filgotinib,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
finasteride,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
fingolimod,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
fipronil,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
firategrast,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
flavoxate,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
flecainide,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
floxuridine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
fluconazole,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
fludarabine-phosphate,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
fludroxycortide,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
flumatinib,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
flumazenil,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
fluocinolone-acetonide,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
fluorometholone,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
fluorouracil,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
fluoxetine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
fluphenazine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
fluspirilene,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
flutamide,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
fluticasone-propionate,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
flutrimazole,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
fluvoxamine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
folic-acid,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
fomepizole,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
fomocaine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
foretinib,156,15,A375|A549|BT20|HA1E|HCC515|HELA|HEPG2|HS578T|HT29|MCF10A|MCF7|MDAMB231|PC3|SKBR3|YAPC
formestane,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
formoterol,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
forskolin,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
fosfomycin,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
fosinopril,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
fostamatinib,180,17,A375|A549|BT20|HA1E|HCC515|HELA|HEPG2|HME1|HS578T|HT29|LNCAP|MCF10A|MCF7|MDAMB231|PC3|SKBR3|YAPC
ftorafur,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
fulvestrant,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
furosemide,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
fusidic-acid,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
gabapentin,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
gaboxadol,41,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
galeterone,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
gallopamil,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
ganaxolone,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
ganciclovir,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
ganetespib,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
garcinol,113,19,A375|A549|ASC|ASC.C|CD34|HA1E|HCC515|HEPG2|HME1|HT29|HUVEC|MCF7|NEU|NPC|NPC.CAS9|NPC.TAK|PC3|SKL|SKL.C
gatifloxacin,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
gefitinib,180,17,A375|A549|BT20|HA1E|HCC515|HELA|HEPG2|HME1|HS578T|HT29|LNCAP|MCF10A|MCF7|MDAMB231|PC3|SKBR3|YAPC
geldanamycin,266,16,A375|A549|BT20|HA1E|HCC515|HEPG2|HME1|HS578T|HT29|LNCAP|MCF10A|MCF7|MDAMB231|NPC.TAK|PC3|SKBR3
gemcitabine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
gemfibrozil,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
gemifloxacin,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
genistein,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
genz-644282,39,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
gestrinone,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
gimeracil,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
ginkgetin,15,5,A375|A549|MCF7|NPC.TAK|PC3
ginkgolide-b,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
glafenine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
glasdegib,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
glibenclamide,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
gliclazide,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
glimepiride,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
glipizide,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
gliquidone,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
glycitein,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
glycopyrrolate,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
golvatinib,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
goserelin-acetate,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
granisetron,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
grazoprevir,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
griseofulvin,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
gsk126,15,5,A375|A549|MCF7|NPC.TAK|PC3
guanaben-acetate,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
guanadrel,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
guanethidine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
halcinonide,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
halofantrine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
haloperidol,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
hesperidin,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
hexachlorophene,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
histamine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
homochlorcyclizine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
homoharringtonine,38,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
honokiol,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
hydrocortisone,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
hydroflumethiazide,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
hydroxyurea,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
hymecromone,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
hypericin,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
ibrutinib,174,24,A375|A549|ASC|ASC.C|CD34|HA1E|HCC515|HELA|HEPG2|HME1|HT29|HUES3|HUVEC|JURKAT|MCF7|MNEU.E|NEU|NPC|NPC.CAS9|NPC.TAK|PC3|SKL|SKL.C|YAPC
ibudilast,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
ibuprofen,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
ibutamoren,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
ibutilide,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
idalopirdine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
idasanutlin,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
idebenone,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
idelalisib,173,24,A375|A549|ASC|ASC.C|CD34|HA1E|HCC515|HELA|HEPG2|HME1|HT29|HUES3|HUVEC|JURKAT|MCF7|MNEU.E|NEU|NPC|NPC.CAS9|NPC.TAK|PC3|SKL|SKL.C|YAPC
idoxuridin,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
ifenprodil,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
ifosfamide,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
iguratimod,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
ilomastat,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
imatinib,180,17,A375|A549|BT20|HA1E|HCC515|HELA|HEPG2|HME1|HS578T|HT29|LNCAP|MCF10A|MCF7|MDAMB231|PC3|SKBR3|YAPC
imexon,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
imiloxan,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
imipramine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
imiquimod,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
indacaterol,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
indapamide,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
